Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat,Prix_connu
TC27442,Tracteur Iveco S-WAY 510 AUTOMATICO CON INTARDER,653000.0,2021-10-01,Gazoil,Iveco,,ESPAGNE,,Talleres Fandos S.L.,Teruel,,,4x2,422.0,Occasion,False
TC83260,Tracteur Volvo FH 500,493500.0,2020-11-28,Gazoil,Volvo,,PORTUGAL,,Rotundalegre unipessoal lda,Portalegre,,,4x2,510.0,Occasion,False
TC25828,Tracteur Iveco STRALIS AS440S46T/P LNG,566500.0,2020-06-01,Gazoil,Iveco,,ITALIE,,IVECO ORECCHIA Spa,Torino,,,6x4,422.0,Occasion,False
TC38774,Tracteur Iveco S-WAY S-WAY AS440S46T/P LNG,918500.0,2020-12-01,Gazoil,Iveco,,ITALIE,,IVECO ORECCHIA Spa,Torino,,,4x2,480.0,Occasion,False
71731,Tracteur Iveco S-WAY S-WAY AS440S53T/P,532000.0,2022-01-01,Gazoil,Iveco,,ITALIE,,IVECO ORECCHIA Spa,Torino,,,4x2,463.0,Occasion,False
71730,Tracteur DAF 480 XF 480 FT,649000.0,2018-04-01,Gazoil,DAF,,ITALIE,,CAMIONUSATO - EVICARRI SPA,Modena,,,6x6,480.0,Occasion,False
71732,Tracteur Iveco Stralis Stralis HI-WAY AS440S51T/P,942000.0,2017-07-01,Gazoil,Iveco,,ITALIE,,CAMIONUSATO - EVICARRI SPA,Modena,,,4x4,510.0,Occasion,False
V 253121,Tracteur DAF XF 510 FT,804000.0,2016-03-01,Gazoil,DAF,,ITALIE,,Zarpellon Veicoli Industriali,Vicenza,,,4x2,470.0,Occasion,False
V 253038,Tracteur Volvo F6 FH 460 Globetrotter XL i-Save,938000.0,2022-08-30,Gazoil,Volvo,,ESPAGNE,,CLASS TRUCKS IBERIA,Valencia,,,4x2,421.0,Occasion,False
V 233258,Tracteur Mercedes Actros 1845 ls + adr mercancias peligrosas,319000.0,2019-06-05,Gazoil,Mercedes,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,,4x2,520.0,Occasion,False
YD49171,Tracteur Mercedes Actros 1845 LS,773000.0,,Gazoil,Mercedes,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,,4x2,520.0,Occasion,False
RK49202,Tracteur Iveco S-Way 490,574500.0,2022-12-15,Gazoil,Iveco,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,,4x2,479.0,Occasion,False
0001993605,Tracteur Volvo FH 5 I-SAVE,744878.0,2023-10-23,Gazoil,Volvo,,ESPAGNE,,VEINSUR S.A.U.,Jaén,,,4x2,500.0,Occasion,False
0001988493,Tracteur Volvo FH 4,597244.0,2019-06-11,Gazoil,Volvo,,ESPAGNE,,VEINSUR S.A.U.,Jaén,,,4x2,480.0,Occasion,False
420444,Tracteur Volvo FM13 460,823186.0,2015-10-22,Gazoil,Volvo,,ESPAGNE,,GKS TRUCKS SL,Murcia,,,6x2,510.0,Occasion,False
U56911,Ensemble routier porte voitures Lohr Eurolohr Lohr eurolohr,721086.0,2007-08-29,Gazoil,Lohr,,PAYS-BAS,,JB TRADING,Gelderland,,,4x2,450.0,Occasion,False
XLRTEH4300G420950,Tracteur DAF 480 XF Spacecab Euro 6,201.0,2019-06-04,Gazoil,DAF,,PAYS-BAS,,KAUS TRUCKS,Gelderland,,,6x2,480.0,Occasion,False
028126,Tracteur Iveco S-WAY 570,877686.0,2021-12-15,Gazoil,Iveco,,ITALIE,,MECO ITALY SRL,Varese,,,6x4,460.0,Occasion,False
69304,Tracteur Iveco S-Way 490 Intarder FZ.182,398612.0,2022-05-01,Gazoil,Iveco,,ALLEMAGNE,,Massimo Leotta Fahrzeughandel & Export,BadenWürttemberg,,,4x2,479.0,Occasion,False
86404,Tracteur Iveco S-Way 490 Intarder FZ.133,1.0,2022-08-01,Gazoil,Iveco,,ALLEMAGNE,,Massimo Leotta Fahrzeughandel & Export,BadenWürttemberg,,,4x2,410.0,Occasion,False
87132,Tracteur Mercedes Actros ACTROS ARTICS NON FLAT - 1845 LS Nuovo Trattori,518000.0,,Gazoil,Mercedes,,ITALIE,,ROSSI S.R.L,Perugia,,,4x2,480.0,Occasion,False
66ed9b2e2a5b1684448c0dbc,Tracteur Scania R 450 4x2 ETADE,571500.0,2017-05-01,Gazoil,Scania,,ESTONIE,,KB Auto Estonia OÜ,Estonie,,,4x4,400.0,Occasion,False
AA1388,Tracteur MAN TGX 18.500 XLX BLS + INTARDER,455000.0,2018-02-01,Gazoil,MAN,,BELGIQUE,,BRAEM SA Belgique,WestVlaanderen,,,4x2,530.0,Occasion - Accidenté,False
T6644,Tracteur Renault 480 T4X2 E6,455000.0,2019-01-01,Gazoil,Renault,,ESPAGNE,,"Obra Pública y Agroindustrial, SL",Toledo,,,4x2,462.0,Occasion,False
4812,Tracteur Scania R450,460000.0,2016-12-07,Gazoil,Scania,,ESPAGNE,,TRUCKSUR SL,Sevilla,,,4x4,500.0,Occasion,False
St_7128,Tracteur DAF 480 106 / 480 / EURO 6 / ACC / MEGA / LOW DECK / SUPER SPACE CAB,460000.0,2022-02-01,Gazoil,DAF,,POLOGNE,,PHU DOMAŃSKI Paweł Domański Spółka Komandytowa,Świętokrzyskie,,,4x4,500.0,Occasion,False
22919386,Tracteur Mercedes ACTROS / 1851 / EURO 6 / ACC / MEGA / LOW DECK / BIG SPACE,300000.0,2021-09-01,Gazoil,Mercedes,,POLOGNE,,PHU DOMAŃSKI Paweł Domański Spółka Komandytowa,Świętokrzyskie,,,4x2,510.0,Occasion,False
45274,Tracteur MAN TGX TGX / 26.510 / E 6 / ACC / PUSHER / RETARDER / OŚ SKRĘTNA / DMC,470000.0,2020-10-01,Gazoil,MAN,,POLOGNE,,PHU DOMAŃSKI Paweł Domański Spółka Komandytowa,Świętokrzyskie,,,4x2,750.0,Occasion,False
446685327,"Tracteur Mercedes Actros Actros IV - actros 1853 LS flat cab. Str.Sp.2,5 Euro VI",486000.0,2020-12-01,Gazoil,Mercedes,,ITALIE,,Truck Italia,Firenze,,,4x2,510.0,Occasion,False
003575,Tracteur Mercedes Actros Actros 5 18 4x2 - Actros 5 1848 LS 4x2,455000.0,2015-05-10,Gazoil,Mercedes,,ITALIE,,Truck Italia,Firenze,,,4x2,530.0,Occasion,False
203298,"Tracteur Mercedes Actros Actros IV - actros 1848 LS nRL flat cab. Str.Sp. 2,5 Euro VI",470000.0,2019-03-08,Gazoil,Mercedes,,ITALIE,,Truck Italia,Firenze,,,4x2,450.0,Occasion,False
026300,Tracteur Volvo FH PK 40002 EH,470000.0,2014-01-01,Gazoil,Volvo,,POLOGNE,,"STAR SAN DUO DOMINIK PATER, PAWEŁ PATER SPÓŁKA KOMANDYTOWA",Świętokrzyskie,,,4x2,460.0,Occasion,False
306139,Ensemble routier porte engins Hulco Terrax 3 394cm× 180 cm,440000.0,2020-12-07,Gazoil,Hulco,,PAYS-BAS,,TOLHOEK MACHINERY,Friesland,,,4x2,520.0,Occasion,False
031340,Tracteur DAF 480 XG FT 4X2,470000.0,2022-05-11,Gazoil,DAF,,ESPAGNE,,DAF Vehiculos Industriales S.A.,Madrid,,,4x4,510.0,Occasion,False
101668,Tracteur DAF xf 530,487000.0,2020-04-28,Gazoil,DAF,,SUISSE,,BAFAG AG,Zurich,,,4x2,470.0,Occasion,False
756816,"Tracteur Scania L R124 L 420 4x2 R124 L 420 4x2, Retarder, Hydraulik",445000.0,2000-03-01,Gazoil,Scania,,BELGIQUE,,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,4x2,482.0,Occasion,False
313647,"Tracteur MAN TGX TGX 18.500 4X4H BLS TGX 18.500 4X4H BLS, PriTarder, HydroDrive, Kipphydraulik",480000.0,2019-01-01,Gazoil,MAN,,BELGIQUE,,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,4x2,482.0,Occasion,False
70311135,"Tracteur Mercedes neuf Actros Actros 1843 LS 4x4 HAD Actros 1843 LS 4x4 HAD, HydroDrive, MirrorCam, MultimediaCockpit",480000.0,,Gazoil,Mercedes,,BELGIQUE,,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,4x2,459.0,Neuf,False
70310970,Tracteur Mercedes neuf Actros 2141 K,475000.0,,Gazoil,Mercedes,,BELGIQUE,,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,8x2,479.0,Neuf,False
VP44885,"Tracteur MAN TGX TGX 18.500 4X2 LLS TGX 18.500 4X2 LLS, Retarder, Vollumer",612300.0,2018-08-01,Gazoil,MAN,,BELGIQUE,,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,4x2,460.0,Occasion,False
448825599,Tracteur DAF 480 XG FT 4X2,834000.0,2022-08-31,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,479.0,Occasion,False
GK865HA,Tracteur Volvo FM 460 EURO 6,850000.0,2022-10-27,Gazoil,Volvo,,PAYS-BAS,,JB TRADING,Gelderland,,,4x2,480.0,Occasion,False
RHT / SC344585,"Tracteur DAF XF460 SSC, Retarder, Full spoiler",1028470.0,2015-04-30,Gazoil,DAF,,PAYS-BAS,,ADESO Trucks B.V.,Overijssel,,,4x2,480.0,Occasion,False
QP47065,Tracteur MAN 18.480 TGX 18.480 4x2 BL SA,492.0,2024-03-01,Gazoil,MAN,,ITALIE,,MAN TRUCK & BUS ITALIA - Centro usato MAN Top Used,Piacenza,,,4x2,500.0,Occasion,False
AP46250,Tracteur MAN 18.480 TGX 18.480 4x2 BL SA,1735123.0,2024-03-01,Gazoil,MAN,,ITALIE,,MAN TRUCK & BUS ITALIA - Centro usato MAN Top Used,Piacenza,,,4x2,428.0,Occasion,False
JX47485,Tracteur Renault T480 Euro 6,1226049.0,2019-07-19,Gazoil,Renault,,PAYS-BAS,,KAUS TRUCKS,Gelderland,,,4x2,462.0,Occasion,False
GZ46621,Tracteur Mercedes Actros 1851 Tractor MP2 V8 Retarder Big Axle Airconditioning Good Condition,683000.0,2008-11-09,Gazoil,Mercedes,,PAYS-BAS,,KALIL EXPORT,NoordBrabant,,,4x2,482.0,Occasion,False
XM45834,Tracteur Volvo FH 460 6x2/4 I-Save + Achteruitrijcamera,303000.0,2024-07-22,Gazoil,Volvo,,PAYS-BAS,,NIJWA USED TRUCKS - Vestiging Borne,Overijssel,,,4x2,619.0,Occasion,False
E2899,Tracteur Volvo FH 460 6x2/4 I-Park + I-Save,483000.0,2025-08-26,Gazoil,Volvo,,PAYS-BAS,,NIJWA USED TRUCKS - Vestiging Borne,Overijssel,,,4x2,500.0,Occasion,False
15561R0266,Tracteur convoi exceptionnel Mercedes Actros 1848 / Retarder / Park Cool / German,839000.0,2016-11-01,Gazoil,Mercedes,,ALLEMAGNE,,GMS Trucks GmbH,Bayern,,,4x2,483.0,Occasion,False
15561R0258,Tracteur convoi exceptionnel DAF XF460 FT Blatt/Luft EU6,80000.0,2014-11-01,Gazoil,DAF,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,590.0,Occasion,False
15561R0249,Tracteur DAF XF 510 4x2 2 Tanks Retarder,432000.0,2017-06-01,Gazoil,DAF,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,441.0,Occasion,False
3725-TH,Tracteur Mercedes E Actros 1843 BL 4x2 EU6 Retarder Hydraulik,547000.0,2014-02-01,Gazoil,Mercedes,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,459.0,Occasion,False
88865,"Tracteur DAF 480 XF FT 4x2 Euro6 Blatt-/Luft, Retarder",447000.0,2019-11-01,Gazoil,DAF,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,440.0,Occasion,False
89054,"Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Low-Liner, Retarder",529000.0,2017-11-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,450.0,Occasion,False
443835307,Tracteur MAN 18.480 TGX 4x2 Euro 6 Standklima,100.0,2013-09-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,459.0,Occasion,False
1ed8b82e-1b8a-64e6-b8eb-e985fa1fbf02,Tracteur MAN TGX 18.440 4x2 Blatt-/Luft Euro6 Kipphydraulik,353202.0,2015-03-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,459.0,Occasion,False
25671,Tracteur convoi exceptionnel MAN TGX 18.360 4x2 *DEFEKT*,996140.0,2015-10-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,459.0,Occasion,False
70306114,Tracteur Mercedes E Actros 1843 4x2 Eu6 Retarder Hydraulik,39723.0,2015-04-01,Gazoil,Mercedes,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,6x2,479.0,Occasion,False
70298128,Tracteur Mercedes E Actros 1843 BL 4x2 EU6 Retarder Hydraulik,1253963.0,2014-02-01,Gazoil,Mercedes,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,479.0,Occasion,False
1357704140,Tracteur DAF XF460 FT SSC Euro6,562000.0,2017-01-02,Gazoil,DAF,,PAYS-BAS,,GARAGE VERSPUI BV,,,,4x2,480.0,Occasion,False
1047,Tracteur DAF 480 XF FT Euro6 Full-Air Nieuw,195075.0,2025-01-01,Gazoil,DAF,,PAYS-BAS,,GARAGE VERSPUI BV,,,,4x2,428.0,Occasion,False
6543,Tracteur DAF XF460 FT Euro6 Space Cab,688000.0,2016-02-17,Gazoil,DAF,,PAYS-BAS,,GARAGE VERSPUI BV,,,,4x2,448.0,Occasion,False
BS1148,Tracteur DAF XF460 FT SSC Intarder,606168.0,2016-01-02,Gazoil,DAF,,PAYS-BAS,,GARAGE VERSPUI BV,,,,4x2,482.0,Occasion,False
KUD2539709,Tracteur Volvo NL FH460 6x2/4 / -TRUCK / 617DKM / NIGHT-AIRCO,420720.0,2015-10-05,Gazoil,Volvo,,PAYS-BAS,,VERSTEIJNEN TRUCKS,NoordBrabant,,,4x2,500.0,Occasion,False
55950CE0,"Tracteur DAF 480 XG+ FT 4x2 Euro6E - MEGA/Lowdeck - Retarder - Double tanks - MirrorCam - SmartTacho V2 - 248,000KM",415000.0,2022-12-16,Gazoil,DAF,,PAYS-BAS,,GEMA TRADING,NoordBrabant,,,4x2,500.0,Occasion,False
754610,Tracteur DAF 480 XF 480,700000.0,2021-01-01,Gazoil,DAF,,POLOGNE,,IMPERIUM TRUCK MATYSEK Sp. zo.o.,Świętokrzyskie,,,4x2,459.0,Occasion,False
614254,Tracteur MAN TGS TGS 18. 440,600000.0,2015-01-01,Gazoil,MAN,,POLOGNE,,IMPERIUM TRUCK MATYSEK Sp. zo.o.,Świętokrzyskie,,,4x2,700.0,Occasion,False
C438965,Tracteur Mercedes Actros 1845 LS,800000.0,2016-03-24,Gazoil,Mercedes,,ALLEMAGNE,,Elias Nutzfahrzeughandel,Niedersachsen,,,4x2,560.0,Occasion,False
293348,Tracteur MAN TGS 18.460,877387.0,2017-02-10,Gazoil,MAN,,ALLEMAGNE,,Elias Nutzfahrzeughandel,Niedersachsen,,,4x2,520.0,Occasion,False
724380,Tracteur Mercedes neuf ACTROS,515079.0,,Gazoil,Mercedes,,ITALIE,,LODOTRUCK srl,Bergamo,,,4x2,420.0,Neuf,False
025422,Tracteur DAF 480 XF SpaceCap 2 x ACC / Euro 6,315790.0,2018-05-01,Gazoil,DAF,,ALLEMAGNE,,Auto M.Hallak,NordrheinWestfalen,,,4x2,463.0,Occasion,False
311834,Tracteur Mercedes Actros 5 x 5 L-Fahrerhaus 1845 Gigaspace,501853.0,2022-09-01,Gazoil,Mercedes,,ALLEMAGNE,,WST WS Trucks GmbH,NordrheinWestfalen,,,4x2,463.0,Occasion,False
826888,Tracteur DAF 480 XF FT 4X2,1691000.0,2021-10-04,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,479.0,Occasion,False
11183,Tracteur DAF 480 XFn FT 4X2,595000.0,2022-01-26,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,530.0,Occasion,False
7./0/0///0.,Tracteur DAF 480 XG FT 4X2,1039286.0,2022-10-20,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,500.0,Occasion,False
2243-JXR,Tracteur DAF 480 XG FT 4X2,690571.0,2022-09-27,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,470.0,Occasion,False
160527,Tracteur DAF 480 XF FT LOW DECK 4X2,324028.0,2021-10-19,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,6x2,510.0,Occasion,False
054848,Tracteur DAF 480 XG FT 4X2,1362.0,2022-07-05,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,411.0,Occasion,False
T6636,Tracteur DAF 480 XFn FT 4X2,387802.0,2022-02-24,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,483.0,Occasion,False
4243-LJS,Tracteur Mercedes Actros 1851 LS,253854.0,2025-06-09,Gazoil,Mercedes,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,,4x2,539.0,Occasion,False
68f12369a4037539d0d0d159,Tracteur Renault Premium 450 Manual gearbox 2 Tanks Retarder,659495.0,2008-06-01,Gazoil,Renault,,PAYS-BAS,,SOCAR CARMARKET,Flevoland,,,4x2,530.0,Occasion,False
31727,Tracteur Mercedes E Actros 1845 Retarder 2x tanks Euro 5 Automatic,1189749.0,2013-09-27,Gazoil,Mercedes,,PAYS-BAS,,SOCAR CARMARKET,Flevoland,,,4x2,428.0,Occasion,False
St_6951,Tracteur DAF CF FT 450,490000.0,2018-12-12,Gazoil,DAF,,ESPAGNE,,MM Trucks Machinery SL,Murcia,,,4x2,450.0,Occasion,False
8938-LPD,Tracteur Mercedes Arocs,800000.0,2014-04-14,Gazoil,Mercedes,,PORTUGAL,,Auto Coelhinhos Comércio Automóvel SA,Santarém,,,4x2,480.0,Occasion,False
6508-KXX,Tracteur Scania R 500,290000.0,2007-01-03,Gazoil,Scania,,PORTUGAL,,Auto Coelhinhos Comércio Automóvel SA,Santarém,,,4x2,450.0,Occasion,False
TC35210,Tracteur DAF XF460 FT,836183.0,2017-05-01,Gazoil,DAF,,ALLEMAGNE,,Hegmann Nutzfahrzeuge GmbH,RheinlandPfalz,,,4x2,500.0,Occasion,False
23437,Tracteur DAF XF 510 6X2 EURO 6 / MANUAL / RETARDER,100.0,2016-06-01,Gazoil,DAF,,PAYS-BAS,,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,479.0,Occasion,False
24503,Tracteur DAF XF 106 460 SC EURO 6,100.0,2016-06-15,Gazoil,DAF,,PAYS-BAS,,Eddie Ducker Trucks and Parts Vof,NoordBrabant,,,4x2,400.0,Occasion,False
VJ49227,Tracteur MAN neuf TGX 18.520,1300000.0,,Gazoil,MAN,,ESPAGNE,,CT Trucks Coslada,Madrid,,,4x2,509.0,Neuf,False
24092616253370359800,Tracteur DAF XF 480 FT,607800.0,2021-09-12,Gazoil,DAF,,ESPAGNE,,CT Trucks Services,Madrid,,,8x4,500.0,Occasion,False
25080620582414027200,Tracteur Renault T-High 480 T4X2 E6,763535.0,2021-05-22,Gazoil,Renault,,ESPAGNE,,CT Trucks Services,Madrid,,,4x2,530.0,Occasion,False
213149,Tracteur DAF neuf XG 480,554390.0,,Gazoil,DAF,,ESPAGNE,,CT Trucks Madrid,Madrid,,,4x2,780.0,Neuf,False
UVES01260008,Tracteur Mercedes Arocs Arocs 2142 4x4H SZM Euro 6 Kipphydraulik,4100000.0,2017-04-01,Gazoil,Mercedes,,ALLEMAGNE,,Golec Nutzfahrzeuge GmbH,Hessen,,,4x2,450.0,Occasion,False
UVES01260007,Tracteur Mercedes Actros Actros 1845 LS SZM 4x2 Kipphydraulik Retarder,470000.0,2017-01-01,Gazoil,Mercedes,,ALLEMAGNE,,Golec Nutzfahrzeuge GmbH,Hessen,,,4x2,460.0,Occasion,False
L44630,Tracteur Iveco Stralis 440 S 48,67000.0,2020-10-08,Gazoil,Iveco,,ITALIE,,LOTTI COMMERCIALE S.R.L.,Viterbo,,,4x2,360.0,Occasion,False
019beb84-d6ec-7115-a188-19507df920b5,Tracteur Iveco S-WAY 490,210000.0,2025-05-02,Gazoil,Iveco,,ITALIE,,Truck Impex srl,Livorno,,,4x2,456.0,Occasion,False
019beafc-7707-74bc-8668-1c651f23be3c,"Tracteur Mercedes Actros Actros 1848 Gigaspace, Retarder, Standklima Retarder, Mirrow Cam",180921.0,2023-07-13,Gazoil,Mercedes,,AUTRICHE,,MG Handel GmbH,Oberösterreich,,,4x2,440.0,Occasion,False
UVES01250112,"Tracteur Volvo FMX 450 EURO 5, Hydraulic",10000.0,2011-03-17,Gazoil,Volvo,,PAYS-BAS,,JB TRADING,Gelderland,,,4x2,440.0,Occasion,False
468581,Tracteur Iveco Stralis 460 4x2 I Retarder I ACC,413765.0,2017-03-01,Gazoil,Iveco,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,8x4,469.0,Occasion,False
40554,Tracteur DAF XF 510 FT Euro6,485584.0,2017-01-06,Gazoil,DAF,,PAYS-BAS,,GARAGE VERSPUI BV,,,,6x4,479.0,Occasion,False
5/.7/00/,Tracteur DAF 480 XF FT Euro6 Hydrauliek,599476.0,2019-03-25,Gazoil,DAF,,PAYS-BAS,,GARAGE VERSPUI BV,,,,8x4,479.0,Occasion,False
13520,Tracteur Volvo FH 500,586370.0,2017-09-06,Gazoil,Volvo,,ESPAGNE,,"MONTSENY TRUCKS, SL",Barcelona,,,6x6,479.0,Occasion,False
047055,Tracteur Mercedes Actros 1851 LS,674900.0,2015-06-16,Gazoil,Mercedes,,ESPAGNE,,METALES ESPECIALES DEL NOROESTE,Valladolid,,,4x2,479.0,Occasion,False
T6603,Tracteur Renault renault_t 460 Euro 6,636905.0,2018-01-02,Gazoil,Renault,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,,4x2,440.0,Occasion,False
T6590,Tracteur MAN TGX 460,783626.0,2017-11-20,Gazoil,MAN,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,,4x2,420.0,Occasion - Accidenté,False
60713,Tracteur produits dangereux / adr Mercedes Actros 1845,672995.0,2015-02-25,Gazoil,Mercedes,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,,4x2,420.0,Occasion,False
RHT / SC463514,Tracteur MAN TGX 460,837031.0,2019-05-20,Gazoil,MAN,,BELGIQUE,,BVBA THETRUCKCOMPANY,WestVlaanderen,,,4x2,410.0,Occasion,False
RHT / SC510902,Tracteur convoi exceptionnel Mercedes SK 2638 6x2 Lenk/Liftachse Blatt/Luft,712126.0,1996-08-01,Gazoil,Mercedes,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,462.0,Occasion,False
71636,Tracteur convoi exceptionnel MAN TGX Euro6 4x2 Volumen-SZM *DEFEKT*,899471.0,2018-10-01,Gazoil,MAN,,ALLEMAGNE,,VTS Trucks GmbH,NordrheinWestfalen,,,4x2,500.0,Occasion,False
BC000312,Tracteur Mercedes ACTROS 2645 6x2 Euro 5 Trekker met kipper hydrauliek,725523.0,2013-02-22,Gazoil,Mercedes,,PAYS-BAS,,BART STRAATMAN LANDHORST,NoordBrabant,,,4x2,480.0,Occasion,False
RHT / SC414961,"Tracteur Mercedes Actros Actros 1842/45 LS 4x2 Actros 1842/45 LS 4x2, 3x VORHANDEN",424000.0,2017-03-01,Gazoil,Mercedes,,BELGIQUE,,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,,4x2,459.0,Occasion,False
RHS / MA067251,Tracteur Volvo FH 420 Steel/Air - Belgian Truck - APK/TUV - Manual - Showtruck,865000.0,2005-01-28,Gazoil,Volvo,,PAYS-BAS,,EUROPE TRUCKS BV,NoordBrabant,,,8x4,462.0,Occasion,False
UVES01250127,Tracteur Mercedes Actros L 1851LS,773584.0,2024-02-13,Gazoil,Mercedes,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,,4x2,398.0,Occasion,False
UVES01250126,Tracteur Mercedes Actros 1845 LS TECHO BAJO,216571.0,2019-06-03,Gazoil,Mercedes,,ESPAGNE,,CONCESUR MADRID SL - CAMIONES,Madrid,,,4x2,300.0,Occasion,False
RHT / VO677623,Tracteur DAF 480 XF FT LOW DECK 4X2,1800000.0,2021-09-22,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,6x4,479.0,Occasion,False
RHS / MA068769,Tracteur DAF 480 XG FT LOW DECK 4X2,540000.0,2022-08-01,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,400.0,Occasion,False
40384,Tracteur DAF 480 XG FT LOW DECK 4X2,1450000.0,2022-08-01,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,6x2,530.0,Occasion,False
AA1356,Tracteur DAF 480 XF FT LOW DECK 4X2,1100000.0,2021-10-07,Gazoil,DAF,,ALLEMAGNE,,DAF Used Trucks Deutschland,NordrheinWestfalen,,,4x2,483.0,Occasion,False
T1737,Tracteur Volvo FM42 FMX 420 4X2 VEB+ D13K,921041.0,2020-09-14,Gazoil,Volvo,,ESPAGNE,,BAS World Spain SL,Toledo,,,4x2,479.0,Occasion,False
T1591,Tracteur Mercedes Actros 1851 LS,1516185.0,2022-02-08,Gazoil,Mercedes,,ESPAGNE,,CONCESUR USED TRUCKS,Sevilla,,,4x2,410.0,Occasion,False
T1636,Tracteur convoi exceptionnel Renault T High 520 LL LowDeck*VEB+/ACC/Standklima/2x,1465417.0,2019-10-01,Gazoil,Renault,,ALLEMAGNE,,AE Handels GmbH,Hessen,,,4x2,750.0,Occasion,False
24,"Tracteur DAF 480 XF SSC, EURO 6, Standairco",1000000.0,2018-10-02,Gazoil,DAF,,PAYS-BAS,,JB TRADING,Gelderland,,,4x2,462.0,Occasion,False
T6524,Tracteur MAN TGX 18 460 EURO 6,35000.0,2018-12-18,Gazoil,MAN,,PAYS-BAS,,JB TRADING,Gelderland,,,4x2,430.0,Occasion,False
T6521,"Tracteur Volvo FH 460 EURO 6D, Standairco, 2 Tanks",700000.0,2020-03-04,Gazoil,Volvo,,PAYS-BAS,,JB TRADING,Gelderland,,,4x2,430.0,Occasion,False
RHT / MA130138,"Tracteur Mercedes Actros 1843 EURO 6, Retarder, PTO, LOHR, Standairco",427000.0,2015-12-10,Gazoil,Mercedes,,PAYS-BAS,,JB TRADING,Gelderland,,,6x2,530.0,Occasion,False
RHT / VO888194,Tracteur DAF CF 410 EURO 6,1185764.0,2019-01-10,Gazoil,DAF,,PAYS-BAS,,JB TRADING,Gelderland,,,6x4,519.0,Occasion,False
RHT / MA216991,"Tracteur DAF 480 XF EURO 6, Standairco, ACC",1218925.0,2019-01-17,Gazoil,DAF,,PAYS-BAS,,JB TRADING,Gelderland,,,4x4,479.0,Occasion,False
