Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Photo,Poids à vide,PTC,Essieux,Puissance,Etat
XLRTEF5300G414440,Tracteur Renault T-Series,310 000 km,04/02/2022,Gazoil,Renault,480,FRANCE,35000,BERNIS TRUCKS POITIERS, Vienne,https://photo.static-viamobilis.com/31/1/10992458_th.jpg,7.8 Tonnes,19.5 Tonnes,4x2,519,Occasion
XLRTEF5300G390084,Tracteur MAN TGX 18.440,600 000 km,05/12/2012,Gazoil,MAN,490,FRANCE,30000,GGT TRANS SARL, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10990577-photo-tracteur_th.jpg,9.08 Tonnes,19.5 Tonnes,4x2,440,Occasion
XLRTEF5300G425285,Tracteur Renault T-Series 460,610 000 km,30/06/2023,Gazoil,Renault,1853 LS,FRANCE,25000,G2L, Vosges,https://photo.static-viamobilis.com/31/1/10982690-photo-tracteur_th.jpg,5.25 Tonnes,19 Tonnes,4x2,450,Occasion - Accidenté
XLRTEF5300G393452,Tracteur DAF CF 510,268 440 km,01/07/2017,Gazoil,DAF,26.400,FRANCE,45000,UTILITAIRES TRUCKS SERVICES FRANCE, LoireAtlantique,https://photo.static-viamobilis.com/31/1/10966000-photo-tracteur_th.jpg,7.33 Tonnes,18 Tonnes,6x4,470,Occasion
XLRTEF5300G399341,Tracteur Mercedes Actros 1846,180 000 km,04/01/2011,Gazoil,Mercedes,18.510 XLX,FRANCE,25000,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/10964197-photo-tracteur_th.jpg,7.43 Tonnes,19 Tonnes,4x2,459,Occasion
XLRTEH4300G365779,Tracteur Renault T-Series 480.19 DTI 13,153 700 km,18/01/2021,Gazoil,Renault,18.510,FRANCE,25000,SEMALOC, Rhône,https://photo.static-viamobilis.com/31/1/10958205-photo-tracteur_th.jpg,7.59 Tonnes,23.5 Tonnes,4x2,530,Occasion
XLRTEF5300G409373,Tracteur MAN 19.422,312 650 km,01/05/2019,Gazoil,MAN,650,FRANCE,7900,Smil, HauteGaronne,https://photo.static-viamobilis.com/31/1/10950822-photo-tracteur_th.jpg,8.09 Tonnes,19 Tonnes,4x2,530,Occasion
4786,Tracteur Volvo FH 460,12 000 km,01/08/2022,Gazoil,Volvo,480 Globetrotter XL,FRANCE,55000,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/10948131-photo-tracteur_th.jpg,8.38 Tonnes,20 Tonnes,4x2,509,Occasion - Accidenté
FH13 460 2018,Tracteur DAF XF 410,560 000 km,16/10/2017,Gazoil,DAF,1853,FRANCE,30900,S.O.V.I EURL, CharenteMaritime,https://photo.static-viamobilis.com/31/1/10927809-photo-tracteur_th.jpg,7.88 Tonnes,26 Tonnes,4x2,410,Occasion
FH540 RET HIDR,Tracteur MAN TGX 18.510 XLX,771 234 km,01/12/2022,Gazoil,MAN,18.480,FRANCE,14990,FB TRUCKS SAS, TarnetGaronne,https://photo.static-viamobilis.com/31/1/10907815-photo-tracteur_th.jpg,7.6 Tonnes,19 Tonnes,4x2,539,Occasion
460 DXI 2011,Tracteur Renault T-Series,800 000 km,13/12/2021,Gazoil,Renault,1846,FRANCE,24900,BERTHIER TRUCKS, Côted'Or,https://photo.static-viamobilis.com/31/1/10877067_th.jpg,8.5 Tonnes,19 Tonnes,4x2,479,Occasion
FM450 2018,Véhicule pour pièces MAN,500 000 km,03/10/2025,Gazoil,MAN,480,FRANCE,9790,GGT TRANS SARL, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10853361-photo-tracteur_th.jpg,8.24 Tonnes,18 Tonnes,4x2,480,Occasion
C460 OPTITRACK,Tracteur Renault Premium 420,423 000 km,01/01/2004,Gazoil,Renault,520,BELGIQUE,22500,HOUFFALIZE TRADING, Luxembourg,https://photo.static-viamobilis.com/31/1/10836901_th.jpg,8.07 Tonnes,19.5 Tonnes,4x2,460,Occasion
U57135,Tracteur Renault T-Series 460,642 131 km,01/07/2014,Gazoil,Renault,530,FRANCE,31900,GGT TRANS SARL, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10191389-photo-tracteur_th.jpg,6.62 Tonnes,39 Tonnes,4x2,625,Occasion
325941,Tracteur MAN TGS 18.460,550 000 km,13/12/2017,Gazoil,MAN,450,FRANCE,30000,Transports GARRASSIN, Var,https://photo.static-viamobilis.com/31/1/10833178-photo-tracteur_th.jpg,10.35 Tonnes,32 Tonnes,4x2,420,Occasion
326011,Tracteur Scania G 450,430 000 km,01/11/2016,Gazoil,Scania,4153,FRANCE,55000,Transports GARRASSIN, Var,https://photo.static-viamobilis.com/31/1/10833176-photo-tracteur_th.jpg,7.74 Tonnes,19 Tonnes,4x2,580,Occasion
326010,Tracteur Scania R 580,850 000 km,06/09/2014,Gazoil,Scania,480 SSC,FRANCE,25000,ALM SAS, Dordogne,https://photo.static-viamobilis.com/31/1/7298131-photo-tracteur_th.jpg,7.16 Tonnes,19.5 Tonnes,4x2,510,Occasion
325677,Tracteur Volvo FH 500,393 000 km,10/11/2020,Gazoil,Volvo,480,FRANCE,7900,Transports GARRASSIN, Var,https://photo.static-viamobilis.com/31/1/10831222-photo-tracteur_th.jpg,8.76 Tonnes,43 Tonnes,4x2,480,Occasion
326009,Tracteur Mercedes Actros 1843,350 000 km,21/09/2016,Gazoil,Mercedes,480,FRANCE,24900,Transports GARRASSIN, Var,https://photo.static-viamobilis.com/31/1/10831211-photo-tracteur_th.jpg,7.74 Tonnes,39 Tonnes,4x2,379,Occasion
325166,Tracteur Scania R 144,392 100 km,09/04/2001,Gazoil,Scania,1851,FRANCE,24900,Truckadvisor, Sarthe,https://photo.static-viamobilis.com/31/1/9996816-photo-tracteur_th.jpg,8.53 Tonnes,19.5 Tonnes,4x2,428,Occasion
325616,Tracteur Renault T-Series,306 990 km,01/12/2020,Gazoil,Renault,750,FRANCE,18900,BERNIS TRUCKS POITIERS, Vienne,https://photo.static-viamobilis.com/31/1/10823938_th.jpg,7.39 Tonnes,19.5 Tonnes,6x4,482,Occasion
9961,Tracteur produits dangereux / adr MAN TGX 18.480,221 245 km,12/12/2014,Gazoil,MAN,480 FT,FRANCE,23500,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/10579915-photo-tracteur_th.jpg,8.2 Tonnes,40 Tonnes,6x4,420,Occasion
8292,Tracteur Volvo FH 540,71 410 km,14/06/2008,Gazoil,Volvo,450,FRANCE,150,Truckadvisor, Sarthe,https://photo.static-viamobilis.com/31/1/10553146-photo-tracteur_th.jpg,17.62 Tonnes,40 Tonnes,6x4,480,Occasion
8940,Tracteur Renault T-Series 480,534 000 km,15/06/2022,Gazoil,Renault,18.510,FRANCE,23000,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/10726885-photo-tracteur_th.jpg,8.55 Tonnes,18 Tonnes,6x2,480,Occasion - Accidenté
10972,Tracteur Volvo FH 420,500 000 km,25/09/2003,Gazoil,Volvo,500,FRANCE,17500,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/10495541-photo-tracteur_th.jpg,8.28 Tonnes,20.5 Tonnes,6x4,480,Occasion
8311,Tracteur Iveco Stralis AS 440 S 48 TP,467 900 km,22/08/2019,Gazoil,Iveco,480,FRANCE,17000,SERMA POIDS LOURDS SAS, Ain,https://photo.static-viamobilis.com/31/1/10721950-photo-tracteur_th.jpg,7.28 Tonnes,20.5 Tonnes,4x2,780,Occasion
11497,Tracteur Iveco Stralis AS 440 S 46 TP,455 000 km,08/11/2018,Gazoil,Iveco,520,FRANCE,18000,SERMA POIDS LOURDS SAS, Ain,https://photo.static-viamobilis.com/31/1/10718834-photo-tracteur_th.jpg,8.41 Tonnes,18 Tonnes,6x2,480,Occasion
8340,Tracteur Iveco Stralis AS 440 S 48 TP,405 000 km,24/05/2016,Gazoil,Iveco,480,FRANCE,38000,SERMA POIDS LOURDS SAS, Ain,https://photo.static-viamobilis.com/31/1/10718798-photo-tracteur_th.jpg,8.18 Tonnes,19 Tonnes,4x2,780,Occasion
8160,Tracteur DAF XF 510-SUPER SPACE CAB-RETARDER-KIPPHYDRAULIK,459 000 km,01/08/2017,Gazoil,DAF,26.440,BELGIQUE,32000,LENTZ TRUCKS AND TRAILER, Liège,https://photo.static-viamobilis.com/31/1/10704360_th.jpg,6.87 Tonnes,33 Tonnes,4x2,480,Occasion
11399,Ensemble routier béton toupie / Malaxeur DAF CF85 460,338 000 km,09/08/2012,Gazoil,DAF,1845 LS,FRANCE,63000,BL NEGOCE SERVICES, Calvados,https://photo.static-viamobilis.com/34/1/10699158-photo-ensemble_routier_th.jpg,7.65 Tonnes,20 Tonnes,6x2,480,Occasion
10304,Tracteur Renault T-Series 480,450 000 km,12/07/2022,Gazoil,Renault,AT 460,FRANCE,24800,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/10693732-photo-tracteur_th.jpg,8.37 Tonnes,20.5 Tonnes,4x2,480,Occasion - Accidenté
7209,Tracteur Renault T-High,579 675 km,18/04/2023,Gazoil,Renault,500 Globetrotter XL,FRANCE,49900,CODICA VI SAS, Calvados,https://photo.static-viamobilis.com/31/1/10690612_th.jpg,8.17 Tonnes,21 Tonnes,4x2,520,Occasion
10176,Tracteur Renault T-Series 460,791 361 km,02/03/2017,Gazoil,Renault,530,FRANCE,15800,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/10635826-photo-tracteur_th.jpg,6.87 Tonnes,19 Tonnes,4x2,510,Occasion - Accidenté
11737,Tracteur MAN TGX 18.510 XLX,601 000 km,02/09/2020,Gazoil,MAN,1845,FRANCE,37900,SCOVIMA, Manche,https://photo.static-viamobilis.com/31/1/10611618-photo-tracteur_th.jpg,8.05 Tonnes,19.5 Tonnes,4x2,460,Occasion
TC29758,Tracteur Renault T-Series 520,251 347 km,16/05/2022,Gazoil,Renault,460,FRANCE,10900,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/10577096-photo-tracteur_th.jpg,9.07 Tonnes,18 Tonnes,4x2,480,Occasion - Accidenté
TC77097,Tracteur Scania R 420 etarder,665 210 km,01/03/2007,Gazoil,Scania,480,BELGIQUE,21900,HOUFFALIZE TRADING, Luxembourg,https://photo.static-viamobilis.com/31/1/10575840_th.jpg,7.51 Tonnes,18 Tonnes,8x6,500,Occasion
TC13779,Tracteur produits dangereux / adr Renault Premium 460 EEV,830 000 km,27/07/2011,Gazoil,Renault,460,FRANCE,450,B.I.B, Rhône,https://photo.static-viamobilis.com/31/1/7977881-photo-tracteur_th.jpg,8.45 Tonnes,18 Tonnes,4x2,479,Occasion
TC39830,Tracteur produits dangereux / adr Renault Premium 460 EEV,840 000 km,07/05/2013,Gazoil,Renault,430,FRANCE,10900,B.I.B, Rhône,https://photo.static-viamobilis.com/31/1/9871024-photo-tracteur_th.jpg,8.18 Tonnes,19 Tonnes,4x2,479,Occasion
TC97474,Tracteur Iveco Stralis 330,223 000 km,13/05/2015,Gazoil,Iveco,164R480,FRANCE,8500,TANCARVILLE SARL, SeineMaritime,https://photo.static-viamobilis.com/31/1/9485870-photo-tracteur_th.jpg,8.13 Tonnes,19 Tonnes,4x2,479,Occasion
TC43652,Tracteur MAN TGX 18.540,805 000 km,26/05/2023,Gazoil,MAN,500 Globetrotter XL,FRANCE,38000,MVI LOCATION, Côtesd'Armor,https://photo.static-viamobilis.com/31/1/9381835-photo-tracteur_th.jpg,10.06 Tonnes,19.5 Tonnes,4x2,500,Occasion
UVI250042,Tracteur DAF CF 460,825 000 km,18/11/2016,Gazoil,DAF,500 Globetrotter,FRANCE,39000,MAGARINOS - DISTRIBUTEUR MAN, Hérault,https://photo.static-viamobilis.com/31/1/10515191_th.jpg,8.31 Tonnes,19 Tonnes,4x4,482,Occasion
26174,Tracteur DAF XF95,360 000 km,15/08/2000,Gazoil,DAF,18.520,FRANCE,25000,TANCARVILLE SARL, SeineMaritime,https://photo.static-viamobilis.com/31/1/1344889_th.jpg,7.14 Tonnes,19 Tonnes,4x2,482,Occasion
24324,Tracteur Renault,1 000 000 km,06/01/1994,Gazoil,Renault,18.520,FRANCE,25000,TANCARVILLE SARL, SeineMaritime,https://photo.static-viamobilis.com/31/1/1344912_th.jpg,8.05 Tonnes,18 Tonnes,6x6,482,Occasion
SFN224341,Tracteur Scania R 500,1 500 000 km,13/07/2022,Gazoil,Scania,460,FRANCE,28000,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/10489819-photo-tracteur_th.jpg,7.64 Tonnes,26 Tonnes,4x2,482,Occasion - Accidenté
36503,Tracteur Volvo FH 500 Globetrotter,795 000 km,15/03/2022,Gazoil,Volvo,650,FRANCE,16000,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/10473742-photo-tracteur_th.jpg,7.76 Tonnes,18 Tonnes,4x2,482,Occasion - Accidenté
019bd7a1-9695-70de-834d-4d4c17b6e929,Tracteur MAN TGX 18.500 XLX,850 000 km,27/04/2018,Gazoil,MAN,510,FRANCE,7000,FB TRUCKS SAS, TarnetGaronne,https://photo.static-viamobilis.com/31/1/10460263-photo-tracteur_th.jpg,7.55 Tonnes,18 Tonnes,4x2,482,Occasion
0545/25,Tracteur Renault T-Series 480,870 000 km,02/09/2019,Gazoil,Renault,390,FRANCE,45000,G2L, Vosges,https://photo.static-viamobilis.com/31/1/10415724-photo-tracteur_th.jpg,8.13 Tonnes,18 Tonnes,4x2,482,Occasion - Accidenté
1eef7407-2cee-61be-95aa-d31f7a1e5f95,Tracteur DAF XF 480 FT,445 000 km,07/07/2019,Gazoil,DAF,18.510,FRANCE,27500,C Ph CONSEIL SARL, Mayenne,https://photo.static-viamobilis.com/31/1/10284132-photo-tracteur_th.jpg,7.45 Tonnes,18 Tonnes,4x2,482,Occasion
NH3863,Tracteur Ford F MAX 500 F-MAX,690 000 km,01/10/2022,Gazoil,Ford,18.500,FRANCE,68000,SELECT POIDS LOURDS 49, MaineetLoire,https://photo.static-viamobilis.com/31/1/9381282_th.jpg,7.54 Tonnes,36.5 Tonnes,4x2,482,Occasion
NM49892,Tracteur MAN TGX 19 510,650 000 km,22/10/2020,Gazoil,MAN,460 DXI,FRANCE,35000,SELECT POIDS LOURDS 49, MaineetLoire,https://photo.static-viamobilis.com/31/1/9503867_th.jpg,7.66 Tonnes,26 Tonnes,4x2,482,Occasion
NA44139,Tracteur Ford F MAX 500 F-MAX,1 100 000 km,08/03/2022,Gazoil,Ford,480,FRANCE,50000,SELECT POIDS LOURDS 49, MaineetLoire,https://photo.static-viamobilis.com/31/1/9503959_th.jpg,7.77 Tonnes,26 Tonnes,4x2,482,Occasion
449629243,Tracteur DAF,1 200 000 km,01/12/2019,Gazoil,DAF,480 FT,FRANCE,8500,VLM, Calvados,https://photo.static-viamobilis.com/31/1/10257407-photo-tracteur_th.jpg,7.53 Tonnes,18 Tonnes,4x2,482,Occasion
171103,Tracteur Renault Premium,780 000 km,07/12/2006,Gazoil,Renault,460,FRANCE,30000,VLM, Calvados,https://photo.static-viamobilis.com/31/1/10256781-photo-camion_remorque_th.jpg,7.81 Tonnes,18 Tonnes,4x2,482,Occasion
192276,Tracteur DAF XF105,428 000 km,01/04/2021,Gazoil,DAF,124,FRANCE,35000,CODICA VI SAS, Calvados,https://photo.static-viamobilis.com/31/1/10237385_th.jpg,7.73 Tonnes,18 Tonnes,4x2,482,Occasion
192311,Tracteur Volvo neuf F12,443 000 km,--,Gazoil,Volvo,460,FRANCE,7000,GARAGE BERTRAND, IlleetVilaine,https://photo.static-viamobilis.com/31/1/6107443-photo-tracteur_th.jpg,8.59 Tonnes,19 Tonnes,4x2,482,Neuf
192277,Tracteur Mercedes Actros 1845 LS,906 000 km,17/10/2017,Gazoil,Mercedes,18.400,FRANCE,6000,JESTIN POIDS LOURDS SAS, Finistère,https://photo.static-viamobilis.com/31/1/9782456-photo-tracteur_th.jpg,8 Tonnes,19 Tonnes,4x2,479,Occasion - Accidenté
LE49178,Tracteur Renault T-Series 460,650 000 km,12/11/2019,Gazoil,Renault,18.440,FRANCE,17000,FCE, BasRhin,https://photo.static-viamobilis.com/31/1/9987945-photo-tracteur_th.jpg,7.91 Tonnes,19 Tonnes,4x2,407,Occasion - Accidenté
113941,Tracteur MAN TGS 18.480,955 000 km,09/11/2015,Gazoil,MAN,1848 LS,FRANCE,32000,GROUPE BOURLIER, Doubs,https://photo.static-viamobilis.com/31/1/10095751-photo-tracteur_th.jpg,8.56 Tonnes,19.5 Tonnes,4x2,482,Occasion
0001945433,Tracteur DAF XF 480 FT,577 000 km,29/01/2020,Gazoil,DAF,1845 LS,FRANCE,17500,SEMALOC, Rhône,https://photo.static-viamobilis.com/31/1/10074311-photo-tracteur_th.jpg,8.4 Tonnes,18.33 Tonnes,4x2,482,Occasion
MK300001,Tracteur DAF XF 530,650 000 km,15/11/2018,Gazoil,DAF,1848 LS,FRANCE,10000,VLM, Calvados,https://photo.static-viamobilis.com/31/1/9996139-photo-tracteur_th.jpg,7.23 Tonnes,19.5 Tonnes,4x2,482,Occasion
AABAD084,Tracteur MAN TGX 18.360 Euro6 Belgian papers,660 000 km,20/07/2015,Gazoil,MAN,480,BELGIQUE,11000,CEVOMAN, Région de BruxellesCapitale,https://photo.static-viamobilis.com/31/1/9945064_th.jpg,7.58 Tonnes,19.5 Tonnes,4x2,482,Occasion
19179 A,Tracteur MAN TGX 19.480 Euro6 Trekker,701 000 km,20/10/2016,Gazoil,MAN,1853 LS,BELGIQUE,11500,CEVOMAN, Région de BruxellesCapitale,https://photo.static-viamobilis.com/31/1/9725845_th.jpg,7 Tonnes,26 Tonnes,4x2,482,Occasion
1677172,Tracteur MAN 18.480 TGX Euro 6,763 000 km,17/04/2017,Gazoil,MAN,500,BELGIQUE,19000,CEVOMAN, Région de BruxellesCapitale,https://photo.static-viamobilis.com/31/1/9725873_th.jpg,8.51 Tonnes,18 Tonnes,4x2,482,Occasion
"kk522, 440447",Tracteur DAF XF460,876 000 km,04/03/2016,Gazoil,DAF,460,FRANCE,35000,EURO NEP, Rhône,https://photo.static-viamobilis.com/31/1/6127140-photo-tracteur_th.jpg,8.6 Tonnes,18 Tonnes,4x2,482,Occasion
"kk407 , 249387",Tracteur Renault T-High 480 T4X2 E6,664 000 km,12/12/2014,GNV,Renault,1851 LS,FRANCE,12500,EURO NEP, Rhône,https://photo.static-viamobilis.com/31/1/8509656-photo-tracteur_th.jpg,8.32 Tonnes,18 Tonnes,4x2,482,Occasion
"sc1664 , 5533829",Tracteur MAN 19.403 Silent,630 000 km,12/06/1998,Gazoil,MAN,460 SSC,FRANCE,10500,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/7590854-photo-tracteur_th.jpg,7.38 Tonnes,18 Tonnes,4x2,530,Occasion
"kk627 , 982412 , v.c.",Tracteur Renault R-Series 385 TI,786 000 km,03/12/1990,Gazoil,Renault,460.18 DTI 11,FRANCE,9500,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/5034086-photo-tracteur_th.jpg,8.76 Tonnes,7.49 Tonnes,4x2,482,Occasion
"kk625 , 981980 , v.c.",Tracteur Renault R-Series 385 TI,430 000 km,15/05/1998,Gazoil,Renault,480,FRANCE,11500,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/4964331-photo-tracteur_th.jpg,7.77 Tonnes,41 Tonnes,4x2,482,Occasion
"j2178 , 5572623",Tracteur Renault Premium 420 DCI,621 000 km,03/01/2006,Gazoil,Renault,1845 LS,FRANCE,25500,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/966013-photo-tracteur_th.jpg,7.92 Tonnes,26 Tonnes,4x2,482,Occasion
"kk640 , 867414",Tracteur Renault Kerax 400,860 000 km,26/02/2001,Gazoil,Renault,460,FRANCE,7000,BG TRANS POIDS LOURDS, Vald'Oise,https://photo.static-viamobilis.com/31/1/9428666-photo-tracteur_th.jpg,6.62 Tonnes,28 Tonnes,4x2,482,Occasion
"kk624 , 331426 , v.c",Tracteur Renault T-Series 460,780 000 km,18/06/2014,Gazoil,Renault,500,FRANCE,6500,BERNARD TRUCKS LORRAINE, MeurtheetMoselle,https://photo.static-viamobilis.com/31/1/1692038-photo-tracteur_th.jpg,18 Tonnes,18 Tonnes,4x2,482,Occasion
"AP005 , 298071",Tracteur Renault Premium Lander 380.19,565 000 km,09/03/2010,Gazoil,Renault,1848 LS,FRANCE,12500,BERNARD TRUCKS LORRAINE, MeurtheetMoselle,https://photo.static-viamobilis.com/31/1/1630751-photo-tracteur_th.jpg,9.11 Tonnes,41 Tonnes,4x2,482,Occasion
293257,Tracteur Renault Premium 460 DXI,887 000 km,10/08/2013,Gazoil,Renault,1851 LS,FRANCE,12500,BCA, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10264116-photo-tracteur_th.jpg,8.31 Tonnes,19 Tonnes,4x2,482,Occasion
490417,Tracteur Renault T-Series 460,260 000 km,01/07/2014,Gazoil,Renault,500.18,FRANCE,18000,BCA, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10191389-photo-tracteur_th.jpg,7.92 Tonnes,19 Tonnes,4x2,482,Occasion
308828,Tracteur Mercedes Actros,225 000 km,01/01/2021,Gazoil,Mercedes,4163,FRANCE,49000,BCA, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10938073-photo-tracteur_th.jpg,7.69 Tonnes,26.5 Tonnes,4x2,482,Occasion
003582,Tracteur DAF CF 440 SSC,522 549 km,11/07/2019,Gazoil,DAF,530,FRANCE,25000,BCA, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10612885-photo-tracteur_th.jpg,7.39 Tonnes,19 Tonnes,4x2,482,Occasion
468215,Tracteur Mercedes Actros 1845 L,588 151 km,01/04/2023,Gazoil,Mercedes,500 Globetrotter,FRANCE,8500,BCA, IlleetVilaine,https://photo.static-viamobilis.com/31/1/10460089-photo-tracteur_th.jpg,7.5 Tonnes,19 Tonnes,4x2,482,Occasion
306085,Tracteur Renault T-Series 520,779 495 km,27/11/2017,Gazoil,Renault,500,FRANCE,12500,BCA, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11050871-photo-tracteur_th.jpg,7.64 Tonnes,19 Tonnes,4x2,482,Occasion
