Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Photo,Poids à vide,PTC,Essieux,Puissance,Etat
XLRTEF5300G393775,Tracteur Scania G 500 4X2 Kipphydraulik Retarder Top Zustand,406 547 km,01/03/2018,Gazoil,Scania,,ALLEMAGNE,14500,NGR Nutzfahrzeuge Gebr Ruhrig GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11106912_th.jpg,,18 Tonnes,4x2,410,Occasion
XLRTEF5300G449596,Ensemble routier plateau MAN 41.604,541 297 km,15/03/2002,Gazoil,MAN,,ESPAGNE,39000,Lvp Cranes Spain SL, Madrid,https://photo.static-viamobilis.com/34/1/10562569-foto-tractora_semi_th.jpg,,18 Tonnes,4x2,399,Occasion
XLRTEF5300G434622,Tracteur Mercedes Actros 1948,517 212 km,02/06/2016,Gazoil,Mercedes,,ESPAGNE,19900,Trading Trucks & Machinery S.L, Madrid,https://photo.static-viamobilis.com/31/1/11009379-foto-cabeza_tractora_th.jpg,,18 Tonnes,4x2,428,Occasion
XLRTEH4300G418547,Tracteur Renault T-High,515 508 km,28/10/2021,Gazoil,Renault,,ESPAGNE,15000,Veinluc SA, Córdoba,https://photo.static-viamobilis.com/31/1/11090190_th.jpg,,18 Tonnes,4x2,410,Occasion
XLRTEF5300G449575,Tracteur Renault T-serie,504 365 km,27/05/2021,Gazoil,Renault,,ESPAGNE,19900,Veinluc SA, Córdoba,https://photo.static-viamobilis.com/31/1/11090204_th.jpg,,18 Tonnes,4x2,520,Occasion
XLRTEH4300G424070,Tracteur Renault T-High,585 407 km,16/10/2021,Gazoil,Renault,,ESPAGNE,10000,Veinluc SA, Córdoba,https://photo.static-viamobilis.com/31/1/11090193_th.jpg,,18 Tonnes,4x2,460,Occasion
XLRTEF5300G450107,Tracteur Renault T-High,393 841 km,08/11/2021,Gazoil,Renault,,ESPAGNE,15900,Veinluc SA, Córdoba,https://photo.static-viamobilis.com/31/1/11090194_th.jpg,,19 Tonnes,4x2,420,Occasion
XLRTEF5300G449987,Tracteur Renault T-High,600 345 km,26/10/2021,Gazoil,Renault,,ESPAGNE,14500,Veinluc SA, Córdoba,https://photo.static-viamobilis.com/31/1/11090192_th.jpg,,20.5 Tonnes,4x2,510,Occasion
113814,Tracteur Renault T-High,167 000 km,22/10/2021,Gazoil,Renault,,ESPAGNE,16900,Veinluc SA, Córdoba,https://photo.static-viamobilis.com/31/1/11090191_th.jpg,,19 Tonnes,4x2,480,Occasion
M133721,Tracteur BMC TUĞRA TGR 1846,361 000 km,06/05/2021,Gazoil,BMC,,ESPAGNE,7500,Servitrucks 2014 S.L., Gerona,https://photo.static-viamobilis.com/31/1/11012766-foto-cabeza_tractora_th.jpg,,19 Tonnes,4x2,500,Occasion
eD911638,Tracteur Volvo FH 460,616 523 km,09/11/2016,Gazoil,Volvo,,ITALIE,9900,stromendo gabriele, Venezia,https://photo.static-viamobilis.com/31/1/7794004-foto-trattore_th.jpg,,19 Tonnes,4x2,429,Occasion
R018579,"Tracteur DAF XG XG 530 FT 4x2, Intarder, 2x Tank, Standklima",523 501 km,01/01/2022,Gazoil,DAF,,ALLEMAGNE,18500,ALGA Nutzfahrzeug- und Baumaschinen GmbH & Co. KG, Niedersachsen,https://photo.static-viamobilis.com/31/1/11004053_th.jpg,,18 Tonnes,4x2,482,Occasion
eD029030,"Tracteur MAN TGX 18.580 TGX LL XXL 4x2, Hydr., Intarder, Klima",1 136 602 km,01/01/2018,Gazoil,MAN,,ALLEMAGNE,39500,ALGA Nutzfahrzeug- und Baumaschinen GmbH & Co. KG, Niedersachsen,https://photo.static-viamobilis.com/31/1/10725745_th.jpg,,18 Tonnes,4x2,430,Occasion
M654983,"Tracteur DAF XG XG 530 FT 4x2, Intarder, 2x Tank, Standklima",695 041 km,01/01/2022,Gazoil,DAF,,ALLEMAGNE,45252,ALGA Nutzfahrzeug- und Baumaschinen GmbH & Co. KG, Niedersachsen,https://photo.static-viamobilis.com/31/1/10993979_th.jpg,,18 Tonnes,4x2,421,Occasion
S390610,"Tracteur DAF 480 XF 480 FT 4x2, LowLiner, SSC, Retarder, 2x Tank",648 106 km,01/01/2018,Gazoil,DAF,,ALLEMAGNE,33480,ALGA Nutzfahrzeug- und Baumaschinen GmbH & Co. KG, Niedersachsen,https://photo.static-viamobilis.com/31/1/11163621_th.jpg,,26 Tonnes,4x2,510,Occasion
eR002934,"Tracteur Mercedes Arocs 1845 HAD 4x4, Retarder, Hydr., Klima, Luft",1 150 000 km,01/01/2022,Gazoil,Mercedes,,ALLEMAGNE,23652,ALGA Nutzfahrzeug- und Baumaschinen GmbH & Co. KG, Niedersachsen,https://photo.static-viamobilis.com/31/1/11163612_th.jpg,,18 Tonnes,4x2,395,Occasion
M074292,Tracteur convoi exceptionnel MAN TGX 18.360 EU6 4x2 Retarder Luft/Luft Low-Liner,874 255 km,01/09/2015,Gazoil,MAN,,ALLEMAGNE,93852,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11028533_th.jpg,,40 Tonnes,6x2,450,Occasion
M784950,"Tracteur MAN TG 3 18.510 4x2 BL Retarder/ ACC/ LDW/ AEBS ""TOP""",531 025 km,01/10/2020,Gazoil,MAN,,ALLEMAGNE,24000,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11072496_th.jpg,,26 Tonnes,4x2,480,Occasion
D107392,Tracteur Mercedes Actros 1848 4x2 BL/SA,405 000 km,01/02/2019,Gazoil,Mercedes,,ALLEMAGNE,45252,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11092967_th.jpg,,18 Tonnes,6x2,480,Occasion
eD043122,Tracteur MAN TGS TG3 18.510 4x4H Hydro Drive Hydraulik,472 305 km,01/03/2021,Gazoil,MAN,,ALLEMAGNE,169452,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10970181_th.jpg,,26 Tonnes,6x2,551,Occasion
M784915,Tracteur convoi exceptionnel Scania L R580 8x4/4 Retarder/ Hydraulik/ enk&ift,462 352 km,01/02/2006,Gazoil,Scania,,ALLEMAGNE,12852,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11082149_th.jpg,,18 Tonnes,4x2,641,Occasion
V734922,Tracteur DAF CF 450 FT 4x2 *Unfallschaden*,350 000 km,01/01/2021,Gazoil,DAF,,ALLEMAGNE,17800,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10911499_th.jpg,,33 Tonnes,4x2,560,Occasion
SIT_5074LDS,Tracteur Iveco AS 560 Hydraulik Alu Felgen Retarder,490 460 km,01/05/2011,Gazoil,Iveco,,ALLEMAGNE,66600,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10814269_th.jpg,,19 Tonnes,4x2,420,Occasion
70296665,"Tracteur Iveco Stralis 460 Euro6 4x2 Blatt-/Luft, Erdgas",250 km,01/02/2019,Gazoil,Iveco,,ALLEMAGNE,40300,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10814339_th.jpg,,18.6 Tonnes,6x2,459,Occasion
70295889,"Tracteur MAN TGX 18.440 4x2 BL ,Retarder *Motorschaden*",688 836 km,01/05/2015,Gazoil,MAN,,ALLEMAGNE,13940,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10986316_th.jpg,,19 Tonnes,4x2,510,Occasion
70290235,Tracteur MAN TGX 18.460 4x2 Kipphydraulik,470 231 km,01/08/2017,Gazoil,MAN,,ALLEMAGNE,58600,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10856024_th.jpg,,60 Tonnes,4x2,469,Occasion
70290230,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,552 235 km,01/11/2018,Gazoil,MAN,,ALLEMAGNE,58600,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10692462_th.jpg,,18 Tonnes,4x2,440,Occasion
70292199,Tracteur convoi exceptionnel MAN DF 33.361 T 6x4 Hydraulik Oldtimer,367 938 km,01/01/1987,Gazoil,MAN,,ALLEMAGNE,53130,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11109002_th.jpg,,19 Tonnes,4x2,430,Occasion
70292231,Tracteur convoi exceptionnel MAN TGX 18.360 EU6 4x2 Retarder Luft/Luft Low-Liner,592 382 km,01/09/2015,Gazoil,MAN,,ALLEMAGNE,78000,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10692459_th.jpg,,19 Tonnes,4x2,480,Occasion
70290227,Tracteur convoi exceptionnel MAN TGX 18.460 Euro6 4x2 Volumen-SZM,395 698 km,01/12/2018,Gazoil,MAN,,ALLEMAGNE,339900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11028545_th.jpg,,18 Tonnes,4x2,479,Occasion
70305443,Tracteur MAN TGX 18.460 4x2 Blatt/Luft Retarder NAVI Klima,431 235 km,01/04/2018,Gazoil,MAN,,ALLEMAGNE,219900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10839266_th.jpg,,18 Tonnes,4x2,479,Occasion
70289148,Tracteur convoi exceptionnel MAN TGX 18.360 4x2 EU6 Low-Liner,379 126 km,01/09/2015,Gazoil,MAN,,ALLEMAGNE,11900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10970207_th.jpg,,19 Tonnes,4x2,479,Occasion
70295888,Tracteur convoi exceptionnel MAN TGX 18.360 EU6 4x2 Retarder Luft/Luft Low-Liner,542 397 km,01/09/2015,Gazoil,MAN,,ALLEMAGNE,19900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10694393_th.jpg,,18 Tonnes,4x2,450,Occasion
70292245,Tracteur convoi exceptionnel MAN TGX 18.460 4x2 LLS-U Voll Luft,536 635 km,01/11/2017,Gazoil,MAN,,ALLEMAGNE,52900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11061901_th.jpg,,19 Tonnes,4x2,440,Occasion
70292813,Tracteur convoi exceptionnel MAN TGX 26.580 6x4 BLS,549 294 km,01/05/2018,Gazoil,MAN,,ALLEMAGNE,13900,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10962279_th.jpg,,26 Tonnes,4x2,500,Occasion
70290229,"Tracteur Mercedes Actros Actros 1848 LS 4x2 Actros 1848 LS 4x2, Vollumer, Retarder",532 281 km,01/02/2020,Gazoil,Mercedes,,BELGIQUE,16900,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10405307_th.jpg,,26 Tonnes,4x2,459,Occasion
70301318,"Tracteur MAN neuf 18.480 TGS 18.480 BL 4x2 TGS 18.480 BL 4x2, MEHRFACH VORHANDEN!",522 603 km,--,Gazoil,MAN,,BELGIQUE,2600,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10426576_th.jpg,,44 Tonnes,4x2,450,Neuf
70295797,"Tracteur Mercedes Actros Actros 1848 LS 4x2 Actros 1848 LS 4x2, Volumer, Retarder",534 938 km,01/02/2020,Gazoil,Mercedes,,BELGIQUE,55000,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/31/1/10225904_th.jpg,,19.5 Tonnes,4x2,482,Occasion
70264698,"Ensemble routier béton toupie / Malaxeur MAN TGS TGS 18.440 4X4H BLS TGS 18.440 4X4H BLS, LIEBHERR SF 32 BM/BS Mischer ca. 10m³",540 410 km,01/06/2012,Gazoil,MAN,,BELGIQUE,68890,RONNY SCHOUTTEET TRUCKS BVBA, WestVlaanderen,https://photo.static-viamobilis.com/32/1/7776748_th.jpg,,6.93 Tonnes,4x2,364,Occasion
2105,Tracteur DAF 480 CF 480,597 500 km,01/01/2018,Gazoil,DAF,,POLOGNE,117500,RAKPOL TRUCK Sp. z o.o., Świętokrzyskie,https://photo.static-viamobilis.com/31/1/11163649_th.jpg,,18 Tonnes,4x2,471,Occasion
824,Tracteur Iveco S-WAY 460,688 000 km,10/10/2022,Gazoil,Iveco,,ESPAGNE,68900,Talleres Garcid, Tarragona,https://photo.static-viamobilis.com/31/1/11164504-foto-cabeza_tractora_th.jpg,,19.5 Tonnes,4x2,480,Occasion
951,Tracteur DAF 480 XG FT 4X2,724 827 km,22/12/2022,Gazoil,DAF,,POLOGNE,66900,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)", Mazowieckie,https://photo.static-viamobilis.com/31/1/11164300_th.jpg,,41.5 Tonnes,4x2,460,Occasion
19162,Tracteur DAF 480 XG FT 4X2,676 061 km,03/01/2023,Gazoil,DAF,,POLOGNE,48500,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)", Mazowieckie,https://photo.static-viamobilis.com/31/1/11164299_th.jpg,,26 Tonnes,4x2,530,Occasion
68d3afe2f0613758a3cc7385,Tracteur MAN TGX TGX 18.500 (Nr. 6169),658 000 km,01/11/2018,Gazoil,MAN,,ALLEMAGNE,13900,Gebr. Langensiepen GmbH, Hessen,https://photo.static-viamobilis.com/31/1/10918966_th.jpg,,20.5 Tonnes,4x2,480,Occasion
69a6b1695780fcddfdda5874,Tracteur MAN neuf TGX 26.580 MAN 26.580 6x4 Kran Hiab 302-6 + Jib-4,170 000 km,01/01/2025,Gazoil,MAN,,ALLEMAGNE,17900,HD Truck Solutions GmbH & Co. KG, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11157578_th.jpg,,19.5 Tonnes,4x2,560,Neuf
20819912-AWD,Tracteur MAN neuf TGX 26.580 MAN 26.580 6x4 LANGHOLZ EPSILON TZ 17,522 516 km,01/01/2025,Gazoil,MAN,,ALLEMAGNE,11900,HD Truck Solutions GmbH & Co. KG, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11157542_th.jpg,,19 Tonnes,4x2,459,Neuf
600664,"Tracteur DAF XF 106 XF 106.460 SSC, Intarder",1 223 204 km,02/11/2016,Gazoil,DAF,,AUTRICHE,11900,MG Handel GmbH, Oberösterreich,https://photo.static-viamobilis.com/31/1/10834910_th.jpg,,26 Tonnes,4x2,420,Occasion
113861,"Tracteur MAN TGX TGX 18.500, XXL, Automatik, Retarder,",680 020 km,27/10/2017,Gazoil,MAN,,AUTRICHE,8900,MG Handel GmbH, Oberösterreich,https://photo.static-viamobilis.com/31/1/10490257_th.jpg,,19.5 Tonnes,4x2,500,Occasion
71051,"Tracteur convoi exceptionnel Volvo FH FH 460 E6, Low Deck , I Save I-Shift, Standklima",240 140 km,19/05/2022,Gazoil,Volvo,,AUTRICHE,5900,MG Handel GmbH, Oberösterreich,https://photo.static-viamobilis.com/31/1/10944656_th.jpg,,19 Tonnes,4x2,479,Occasion
326-03/2024,"Tracteur Mercedes Actros Actros 1840, MP4",809 000 km,15/05/2015,Gazoil,Mercedes,,AUTRICHE,19900,MG Handel GmbH, Oberösterreich,https://photo.static-viamobilis.com/31/1/10578435_th.jpg,,23.9 Tonnes,4x2,450,Occasion
SIT_3526LTY,"Tracteur DAF XF 106 XF 106.460 SC, Automatik, Retarder",490 000 km,02/08/2017,Gazoil,DAF,,AUTRICHE,33900,MG Handel GmbH, Oberösterreich,https://photo.static-viamobilis.com/31/1/10490312_th.jpg,,27 Tonnes,4x2,459,Occasion
335-04/2025,Tracteur Mercedes Arocs 3363 SL / 6x4 / PALFINGER EPSILON CRANE / KRAN,490 000 km,03/08/2020,Gazoil,Mercedes,,PAYS-BAS,21900,VERSTEIJNEN TRUCKS, NoordBrabant,https://photo.static-viamobilis.com/31/1/11152871_th.jpg,,27 Tonnes,4x2,459,Occasion
18942 A,Tracteur Scania L S770 V8 / 6x4 / RETARDER / FU AIR /,1 100 000 km,16/11/2022,Gazoil,Scania,,PAYS-BAS,23900,VERSTEIJNEN TRUCKS, NoordBrabant,https://photo.static-viamobilis.com/31/1/11152872_th.jpg,,19 Tonnes,4x2,460,Occasion
19111 A,Tracteur Volvo neuf FH 500 AERO Globetrotter XXL (Location / Rent),1 100 000 km,25/09/2025,Gazoil,Volvo,,ESPAGNE,33900,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/10399573_th.jpg,,19 Tonnes,4x2,510,Neuf
19039 A,Tracteur Mercedes E Actros 1840 VENTE EXPORT,1 100 000 km,28/12/2001,Gazoil,Mercedes,,ESPAGNE,27900,TRANSPORTES RAMASSOT SL, Gerona,https://photo.static-viamobilis.com/31/1/11163235_th.jpg,,18 Tonnes,4x2,480,Occasion
19041 A,Tracteur Scania R 410,1 100 000 km,12/09/2022,Gazoil,Scania,,ESPAGNE,29900,TRUCKSUR SL, Sevilla,https://photo.static-viamobilis.com/31/1/11092356_th.jpg,,19 Tonnes,4x2,530,Occasion
18970 A,Tracteur Mercedes Actros 1848 LS Öl-Retarder Standklima BigSpace,51 926 km,01/08/2023,Gazoil,Mercedes,,ALLEMAGNE,9900,Stefan Ebert GmbH, Hessen,https://photo.static-viamobilis.com/31/1/11092785_th.jpg,,19 Tonnes,4x2,460,Occasion
19045 W,Tracteur Scania R450 G450 EURO 6,460 000 km,01/01/2016,Gazoil,Scania,,PAYS-BAS,21000,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/11017624_th.jpg,,20.5 Tonnes,4x2,490,Occasion
XLRTEH4300G405899,Tracteur DAF XF105 105XF 460 EURO 5 MEGA,244 000 km,03/09/2013,Gazoil,DAF,,PAYS-BAS,23000,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/10261345_th.jpg,,28 Tonnes,4x2,460,Occasion
XLRTEH4300G357923,Tracteur Volvo FH 400 EURO 5 / I-SHIFT,1 455 000 km,18/04/2008,Gazoil,Volvo,,PAYS-BAS,36000,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/9841569_th.jpg,,20 Tonnes,4x2,482,Occasion
XLRTEH4300G351853,Tracteur DAF XF 106 460 EURO 6,431 434 km,16/07/2014,Gazoil,DAF,,PAYS-BAS,94900,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/10472638_th.jpg,,20.5 Tonnes,4x2,482,Occasion
XLRTEF5300G416111,Tracteur MAN TGX 18.400 EURO 5,569 389 km,27/09/2010,Gazoil,MAN,,PAYS-BAS,55200,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/10956426_th.jpg,,19.5 Tonnes,4x2,530,Occasion
XLRTEH4300G227522,Tracteur DAF T1800 TERMINAL TREKKER / OLDTIMER / BLADGEVEERD,466 995 km,--,Gazoil,DAF,,PAYS-BAS,119000,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/7036077_th.jpg,,20.5 Tonnes,4x2,448,Occasion
XLRTEH4300G403462,Tracteur MAN TGA 18.400 XXL MEGA / FULL AIR / EURO 4,350 866 km,27/07/2007,Gazoil,MAN,,PAYS-BAS,105750,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/7813570_th.jpg,,20.5 Tonnes,4x2,482,Occasion
XLRTEF5300G446077,Tracteur DAF CF85 85CF 460 EURO 5 / RETARDER / PTO / ADR,353 980 km,29/11/2011,Gazoil,DAF,,PAYS-BAS,102750,Eddie Ducker Trucks and Parts Vof, NoordBrabant,https://photo.static-viamobilis.com/31/1/10818259_th.jpg,,19 Tonnes,4x2,482,Occasion
XLRTEH4300G342603,Tracteur Scania L R500 NGS 4x2NB - NEW TACHO - HYDRAUIC SYSTEM - 9 TONS FRONT AXE - FU AIR/4 POINT AIR REAR - RETARDER - ACOA'S - ED -,606 000 km,07/05/2024,Gazoil,Scania,,PAYS-BAS,9900,BACO TRUCKS, NoordBrabant,https://photo.static-viamobilis.com/31/1/11174572_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEF5300G407868,Tracteur MAN TGX 18.510,715 000 km,25/11/2021,Gazoil,MAN,,ESPAGNE,59000,EUROPEA DE COMERCIO VILASANA S.L, Lérida,https://photo.static-viamobilis.com/31/1/11112757-foto-cabeza_tractora_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEH4300G364763,Tracteur convoi exceptionnel Mercedes neuf Actros 3345 S 6x4 Manual Gear HeavyDuty NEW,665 000 km,--,Gazoil,Mercedes,,ALLEMAGNE,61500,Kanaan Mobile & Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/11108370_th.jpg,,20.5 Tonnes,4x2,448,Neuf
XLRTEH4300G347694,Ensemble routier grue Renault neuf C-Series 480,520 000 km,--,Gazoil,Renault,,ITALIE,11900,PESCE EDOARDO V.I. S.r.l, Treviso,https://photo.static-viamobilis.com/34/1/9968314-foto-autoarticolato_th.jpg,,20.5 Tonnes,4x2,530,Neuf
XLRTEH4300G351715,Tracteur Renault T 440 EURO 6,1 018 000 km,21/08/2014,Gazoil,Renault,,PAYS-BAS,41750,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/10735931_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEH4300G320704,"Tracteur DAF 480 XF EURO 6, ACC, Standairco",1 100 000 km,30/01/2019,Gazoil,DAF,,PAYS-BAS,39750,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11076190_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEH4300G355527,"Tracteur MAN 18.480 TGX EURO 6, Retarder, Hydraulic",627 424 km,22/01/2015,Gazoil,MAN,,PAYS-BAS,27900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/10747344_th.jpg,,19.5 Tonnes,4x2,448,Occasion
XLRTEH4300G404369,"Tracteur produits dangereux / adr Renault DR T 460 EURO 6, A, PTO, Retarder",803 609 km,26/11/2014,Gazoil,Renault,,PAYS-BAS,16250,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/10599054_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEH4300G351524,"Tracteur DAF XF 530 EURO 6, Retarder, Standairco",483 299 km,27/07/2018,Gazoil,DAF,,PAYS-BAS,51900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11164878_th.jpg,,20.5 Tonnes,4x2,510,Occasion
XLRTEF5300G415747,"Tracteur Volvo FH 460 EURO 6d, Standairco",1 011 245 km,27/02/2020,Gazoil,Volvo,,PAYS-BAS,79900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11151412_th.jpg,,20.5 Tonnes,4x2,530,Occasion
XLRTEH4300G356390,"Tracteur Mercedes Actros 1845 EURO 6, Standairco",866 569 km,20/03/2018,Gazoil,Mercedes,,PAYS-BAS,54900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11164876_th.jpg,,19.5 Tonnes,4x2,480,Occasion
XLRTEH4300G347352,"Tracteur DAF 480 XF EURO 6d, ACC",731 334 km,12/06/2020,Gazoil,DAF,,PAYS-BAS,79900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11151410_th.jpg,,19.5 Tonnes,4x2,460,Occasion
XLRTEH4300G320663,"Tracteur Volvo FH 460 EURO 6d, Standairco",865 033 km,25/02/2020,Gazoil,Volvo,,PAYS-BAS,59900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11151413_th.jpg,,20.5 Tonnes,4x2,510,Occasion
XLRTEH4300G357613,Tracteur Mercedes Actros 1845 EURO 6D,340 017 km,03/11/2020,Gazoil,Mercedes,,PAYS-BAS,34900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11111158_th.jpg,,19.5 Tonnes,4x2,510,Occasion
XLRTEF5300G397767,"Tracteur Volvo FMX 460 EURO 6D, Retarder",17 799 km,18/11/2019,Gazoil,Volvo,,PAYS-BAS,24900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11111159_th.jpg,,19.5 Tonnes,4x2,460,Occasion
XLRTEH4300G405487,"Tracteur produits dangereux / adr Renault Premium 460 Dxi EURO 5, ADR, Retarder, PTO, Pump",499 km,21/01/2013,Gazoil,Renault,,PAYS-BAS,34900,JB TRADING, Gelderland,https://photo.static-viamobilis.com/31/1/11163400_th.jpg,,20.5 Tonnes,4x2,400,Occasion
XLRTEH4300G357743,Tracteur Iveco Stralis Stralis AS440ST/P - AS440ST/P TRATTORE,1 092 528 km,01/09/2016,Gazoil,Iveco,,ITALIE,33900,GHEDAUTO VEICOLI INDUSTRIALI S.R.L., Bologna,https://photo.static-viamobilis.com/31/1/8858688_th.jpg,,20.5 Tonnes,4x2,280,Occasion
XLRTEH4300G403812,Tracteur Mercedes MERCEDES ACTROS - ACTROS - TRATTORE,95 000 km,01/10/2015,Gazoil,Mercedes,,ITALIE,53900,GHEDAUTO VEICOLI INDUSTRIALI S.R.L., Bologna,https://photo.static-viamobilis.com/32/1/8858700_th.jpg,,20.5 Tonnes,4x2,510,Occasion
XLRTEH4300G405718,Tracteur Iveco Stralis Stralis AS440ST/P - AS440ST/P TRATTORE,373 120 km,01/10/2018,Gazoil,Iveco,,ITALIE,55900,GHEDAUTO VEICOLI INDUSTRIALI S.R.L., Bologna,https://photo.static-viamobilis.com/31/1/9723986_th.jpg,,20.5 Tonnes,4x2,640,Occasion
XLRTEH4300G320517,Tracteur Volvo F6 FH 460 4x2 CMS + I-Save,457 412 km,11/09/2024,Gazoil,Volvo,,PAYS-BAS,54900,NIJWA USED TRUCKS - Vestiging Borne, Overijssel,https://photo.static-viamobilis.com/31/1/11001605_th.jpg,,20.5 Tonnes,4x2,460,Occasion
XLRTEF5300G419606,Tracteur DAF 480 XF 4x2 X-Low + ACC,325 357 km,19/08/2022,Gazoil,DAF,,PAYS-BAS,53900,NIJWA USED TRUCKS - Vestiging Borne, Overijssel,https://photo.static-viamobilis.com/31/1/11153351_th.jpg,,20.5 Tonnes,4x2,510,Occasion
XLRTEH4300G227799,Tracteur Volvo FH 460 6x2/4 I-Park + I-Save,798 721 km,26/08/2025,Gazoil,Volvo,,PAYS-BAS,24900,NIJWA USED TRUCKS - Vestiging Borne, Overijssel,https://photo.static-viamobilis.com/31/1/11152853_th.jpg,,19.5 Tonnes,4x2,529,Occasion
XLRTEF5300G414819,Tracteur Volvo FH 460 6x2/4 I-Save + I-Park,648 000 km,05/09/2024,Gazoil,Volvo,,PAYS-BAS,33900,NIJWA USED TRUCKS - Vestiging Borne, Overijssel,https://photo.static-viamobilis.com/31/1/11153357_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEF5300G437654,Tracteur Volvo FH 460 6x2/4 PTO + I-Park,401 364 km,29/07/2024,Gazoil,Volvo,,PAYS-BAS,30900,NIJWA USED TRUCKS - Vestiging Borne, Overijssel,https://photo.static-viamobilis.com/31/1/11165679_th.jpg,,19.5 Tonnes,4x2,482,Occasion
XLRTEF5300G397994,Tracteur DAF XF 440 4x2 Hydrauliek + 9T vooras,590 034 km,11/02/2015,Gazoil,DAF,,PAYS-BAS,17500,NIJWA USED TRUCKS - Vestiging Borne, Overijssel,https://photo.static-viamobilis.com/31/1/11165678_th.jpg,,20.5 Tonnes,4x2,482,Occasion
