Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Photo,Poids à vide,PTC,Essieux,Puissance,Etat
P136,Tracteur DAF 480 XF SC 4x2 | Leasing from €2036/month,350 000 km,19/05/2022,Gazoil,DAF,460,FRANCE,1215,SPARDEX, Nord,https://photo.static-viamobilis.com/31/1/10422274_th.jpg,8.15 Tonnes,44 Tonnes,4x2,750,Occasion
AE362NZ,Tracteur Ford F-Max 500 | Leasing from €1420/month,339 000 km,19/04/2023,Gazoil,Ford,460,FRANCE,790,SPARDEX, Nord,https://photo.static-viamobilis.com/31/1/10717103_th.jpg,7.84 Tonnes,19 Tonnes,4x2,34,Occasion
FA209GJ,Tracteur Iveco S-WAY AS440S48T | Leasing from €1744/month,369 875 km,22/01/2020,Gazoil,Iveco,580,FRANCE,795,SPARDEX, Nord,https://photo.static-viamobilis.com/31/1/10452498_th.jpg,7.96 Tonnes,19 Tonnes,6x4,460,Occasion
47391,Tracteur Volvo F6 FH 460 Globetrotter 4x2 | Leasing,409 000 km,08/04/2021,Gazoil,Volvo,480,FRANCE,1130,SPARDEX, Nord,https://photo.static-viamobilis.com/31/1/10409209_th.jpg,8.89 Tonnes,19 Tonnes,4x2,34,Occasion
DR522HX,Tracteur Ford F-Max 500 | Leasing from €1559/month,269 570 km,28/06/2019,Gazoil,Ford,530,FRANCE,780,SPARDEX, Nord,https://photo.static-viamobilis.com/31/1/10717108_th.jpg,8.4 Tonnes,19 Tonnes,4x2,479,Occasion
ENSEMBLE,Tracteur DAF XF 450FT,400 000 km,18/10/2019,Gazoil,DAF,18.500 XXL,FRANCE,990,DPL 21, Côted'Or,https://photo.static-viamobilis.com/31/1/11104137_th.jpg,9.54 Tonnes,18 Tonnes,4x2,479,Occasion - Accidenté
GL024,Tracteur Renault T-Series,365 300 km,29/08/2022,GNV,Renault,18.440,FRANCE,1155,RENAULT TRUCKS GRAND PARIS Centre occasion GONESSE, Vald'Oise,https://photo.static-viamobilis.com/31/1/10995377_th.jpg,7.45 Tonnes,19 Tonnes,4x2,750,Occasion
389623,Tracteur Volvo FH 460 Globetrotter,170 000 km,04/03/2023,Gazoil,Volvo,520,FRANCE,840,GROUPE ARROUZE, PyrénéesAtlantiques,https://photo.static-viamobilis.com/31/1/10577128-photo-tracteur_th.jpg,8.37 Tonnes,18 Tonnes,4x2,500,Occasion
109,Tracteur produits dangereux / adr MAN 18.480 TGX 18.480 4x2 BL SA,344 200 km,01/12/2023,Gazoil,MAN,440,FRANCE,790,MAN TopUsed Rouen, SeineMaritime,https://photo.static-viamobilis.com/31/1/11158327_th.jpg,8.32 Tonnes,19 Tonnes,4x2,370,Occasion
432,Tracteur Scania G 490,390 000 km,09/05/2016,Gazoil,Scania,AS 440 S 48,FRANCE,1095,Travaux 101 souci, Jura,https://photo.static-viamobilis.com/31/1/10706877-photo-tracteur_th.jpg,10.1 Tonnes,19 Tonnes,4x2,460,Occasion
50,Tracteur DAF XF 480,492 000 km,24/12/2021,Gazoil,DAF,730,FRANCE,790,H&A International Trucks, AlpesMaritimes,https://photo.static-viamobilis.com/31/1/10970658-photo-tracteur_th.jpg,8.18 Tonnes,26 Tonnes,4x2,480,Occasion
473,Tracteur Mercedes Actros 1845 L,415 000 km,12/03/2020,Gazoil,Mercedes,460,FRANCE,935,Mercedes-Benz Trucks BYmyCAR Côte d’Azur, Var,https://photo.static-viamobilis.com/31/1/11142773-photo-tracteur_th.jpg,8.35 Tonnes,19 Tonnes,4x2,460,Occasion
ET071FN,Tracteur Mercedes Actros 1845 L,435 000 km,12/03/2020,Gazoil,Mercedes,480,FRANCE,1175,Mercedes-Benz Trucks BYmyCAR Côte d’Azur, Var,https://photo.static-viamobilis.com/31/1/11143140-photo-tracteur_th.jpg,8.21 Tonnes,18 Tonnes,4x2,480,Occasion
T977,Tracteur Iveco Stralis NP400,328 501 km,29/08/2017,Gazoil,Iveco,18.580 XXL,FRANCE,2800,Hely Négoce SAS, Nord,https://photo.static-viamobilis.com/31/1/10973974-photo-tracteur_th.jpg,7.37 Tonnes,19.5 Tonnes,4x2,480,Occasion
DAF XF,Tracteur Mercedes Actros 1845,600 000 km,04/12/2013,Gazoil,Mercedes,480 FT,FRANCE,1509,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10326800_th.jpg,7.85 Tonnes,19.8 Tonnes,4x2,460,Occasion
DAF,Tracteur MAN TGS 18.440,361 176 km,01/09/2017,Gazoil,MAN,480 FT,FRANCE,1386,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10764989_th.jpg,7.7 Tonnes,19 Tonnes,4x2,500,Occasion
68417,Tracteur DAF XF460,398 435 km,15/05/2014,Gazoil,DAF,480 FT,FRANCE,1920,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10178375_th.jpg,10.67 Tonnes,19 Tonnes,4x2,480,Occasion
30013411,Tracteur Iveco Stralis AS440S40TP LNG,311 728 km,13/09/2018,Gazoil,Iveco,480 T4X2 E6,FRANCE,1458,MELUN POIDS LOURDS, SeineetMarne,https://photo.static-viamobilis.com/31/1/10458451-photo-tracteur_th.jpg,7.41 Tonnes,19 Tonnes,4x2,460,Occasion
30013131,Tracteur Renault T-Series,400 013 km,01/01/2023,Gazoil,Renault,500 Globetrotter XL,FRANCE,1169,CLOVIS LOCATION CARCASSONNE, Aude,https://photo.static-viamobilis.com/31/1/9406712-photo-tracteur_th.jpg,8.5 Tonnes,26 Tonnes,4x2,420,Occasion
30011235,Tracteur Renault T-Series,495 000 km,01/01/2023,Gazoil,Renault,480 T4X2 E6,FRANCE,1175,CLOVIS LOCATION CARCASSONNE, Aude,https://photo.static-viamobilis.com/31/1/9401384-photo-tracteur_th.jpg,6.81 Tonnes,18 Tonnes,4x2,460,Occasion
XLRTEF5300G463200,Tracteur produits dangereux / adr Mercedes Actros 1843,327 600 km,25/03/2016,Gazoil,Mercedes,480,FRANCE,1699,AVIE SARL, Rhône,https://photo.static-viamobilis.com/31/1/10421666-photo-tracteur_th.jpg,7.52 Tonnes,30 Tonnes,4x2,520,Occasion
XLRTEF5300G432523,Tracteur DAF XF105 460,417 683 km,01/08/2007,Gazoil,DAF,480,FRANCE,1525,AVIE SARL, Rhône,https://photo.static-viamobilis.com/31/1/2269580-photo-tracteur_th.jpg,7.78 Tonnes,19 Tonnes,4x2,480,Occasion
70308462,Tracteur Volvo FH 480,1 098 000 km,18/04/2008,Gazoil,Volvo,18.440,FRANCE,1305,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10992527_th.jpg,7.83 Tonnes,19.5 Tonnes,4x2,482,Occasion
70297612,Tracteur Renault C-Series 480,784 000 km,10/07/2020,Gazoil,Renault,480,FRANCE,1455,CLOVIS LOCATION CARCASSONNE, Aude,https://photo.static-viamobilis.com/31/1/10303947-photo-tracteur_th.jpg,8.31 Tonnes,20.5 Tonnes,4x2,500,Occasion
19178 A,Tracteur Mercedes Actros 1845 LS,825 000 km,01/07/2016,Gazoil,Mercedes,460 SSC,FRANCE,2600,TLS, Landes,https://photo.static-viamobilis.com/31/1/11045454-photo-tracteur_th.jpg,7.82 Tonnes,19 Tonnes,4x2,482,Occasion
26030320,Tracteur MAN TGX TGX 18.470 4x2 BL SA,163 700 km,01/06/2022,Gazoil,MAN,480 T4X2 E6,FRANCE,1972,MAN TopUsed Center Paris Nord-Est, SeineSaintDenis,https://photo.static-viamobilis.com/31/1/11118570_th.jpg,8.19 Tonnes,18 Tonnes,4x2,440,Occasion
26010106,Tracteur Renault C-Series,82 353 km,07/03/2018,Gazoil,Renault,780,FRANCE,1300,SOVIM, Somme,https://photo.static-viamobilis.com/31/1/11129499_th.jpg,7.28 Tonnes,18 Tonnes,4x2,479,Occasion
25080959,Tracteur Renault T-Series T480 ADR,68 696 km,01/10/2017,Gazoil,Renault,780,FRANCE,1598,SCANIA USED CORNER Artigues, Gironde,https://photo.static-viamobilis.com/31/1/11130092_th.jpg,7.22 Tonnes,18 Tonnes,4x2,640,Occasion
23020275,Tracteur Renault T-Series T440 13L,1 421 000 km,01/02/2019,Gazoil,Renault,480 FT,FRANCE,1892,SCANIA USED CORNER Artigues, Gironde,https://photo.static-viamobilis.com/31/1/11130093_th.jpg,8.22 Tonnes,18 Tonnes,4x2,500,Occasion
23091268,Tracteur Volvo FH 500 Globetrotter,1 000 000 km,03/05/2023,Gazoil,Volvo,460 Globetrotter,FRANCE,1755,VOLVO TRUCK CENTER RHONE ALPES H, Rhône,https://photo.static-viamobilis.com/31/1/11117146-photo-tracteur_th.jpg,7.24 Tonnes,18 Tonnes,4x2,500,Occasion
242658,Tracteur DAF 480 CF,966 134 km,15/10/2019,Gazoil,DAF,18.520,FRANCE,1097,DPL 21, Côted'Or,https://photo.static-viamobilis.com/31/1/11104127_th.jpg,8.05 Tonnes,20.5 Tonnes,4x2,429,Occasion - Accidenté
447875843,Tracteur Renault,531 048 km,--,Gazoil,Renault,500 Globetrotter XL,FRANCE,1350,Enchères du Domaine de Saint Maurice Fourrières, ValdeMarne,https://photo.static-viamobilis.com/31/1/11145481_th.jpg,8.43 Tonnes,19 Tonnes,4x2,440,Occasion
E3795,Tracteur produits dangereux / adr DAF XF 480,818 000 km,18/01/2022,Gazoil,DAF,2648 LS,FRANCE,2490,GSVI LYON, Rhône,https://photo.static-viamobilis.com/31/1/11084295-photo-tracteur_th.jpg,11.75 Tonnes,19.5 Tonnes,4x2,510,Occasion
449475197,Tracteur Renault neuf T-High 480 T4X2 E6,351 593 km,--,Gazoil,Renault,,ESPAGNE,1750,CT Trucks S.L., Madrid,https://photo.static-viamobilis.com/31/1/11073252-foto-cabeza_tractora_th.jpg,,40 Tonnes,4x2,482,Neuf
449467920,Tracteur Renault neuf T-High 480 T4X2 E6,630 000 km,--,Gazoil,Renault,,ESPAGNE,1099,CT Trucks S.L., Madrid,https://photo.static-viamobilis.com/31/1/11073243-foto-cabeza_tractora_th.jpg,,18 Tonnes,4x2,482,Neuf
70308198,Tracteur produits dangereux / adr Mercedes E Actros 2563 6x2 GIGASPACE / RETARDER / HYDRAULICS / ADR,267 480 km,01/11/2015,Gazoil,Mercedes,,ESTONIE,1099,KB Auto Estonia OÜ, Estonie,https://photo.static-viamobilis.com/31/1/11165736_th.jpg,,18 Tonnes,4x2,482,Occasion
85175,Tracteur MAN TGX TGX 18.460 4X2 BLS XXL Weiss,175 300 km,01/08/2018,Gazoil,MAN,,AUTRICHE,1438,Hirschmugl GmbH. & CoKG, Steiermark,https://photo.static-viamobilis.com/34/1/11032464_th.jpg,,19.5 Tonnes,4x2,482,Occasion
70295886,Tracteur MAN TGS 18.320 EU6 Retarder ACC,437 942 km,01/02/2015,Gazoil,MAN,,ALLEMAGNE,1196,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10970189_th.jpg,,18 Tonnes,4x2,470,Occasion
70291298,Tracteur MAN TGM 12.290 4x2 City-SZM Euro6c,600 600 km,01/03/2019,Gazoil,MAN,,ALLEMAGNE,1098,VTS Trucks GmbH, NordrheinWestfalen,https://photo.static-viamobilis.com/31/1/10864234_th.jpg,,19 Tonnes,4x2,470,Occasion
2419,Tracteur DAF XF 450 FT 4X2,347 834 km,14/03/2021,Gazoil,DAF,,BELGIQUE,1610,DAF Used Trucks Belgium, OostVlaanderen,https://photo.static-viamobilis.com/31/1/10608968_th.jpg,,18 Tonnes,4x2,459,Occasion
H290192,Tracteur DAF XF105 FT,587 982 km,01/01/2008,Gazoil,DAF,,LITUANIE,1900,Auction Baltic UAB, Littuanie,https://photo.static-viamobilis.com/31/1/11170866_th.jpg,,19 Tonnes,4x2,479,Occasion
PT48644,Tracteur DAF 480 XF FT 4X2,526 695 km,03/01/2023,Gazoil,DAF,,ESPAGNE,1750,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11170253_th.jpg,,,4x2,460,Occasion
NE49745,Tracteur DAF 480 XF FT 4X2,477 677 km,29/11/2021,Gazoil,DAF,,ESPAGNE,1150,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11170252_th.jpg,,,6x2,460,Occasion
XW49750,Tracteur DAF 480 XF FT 4X2,790 000 km,29/11/2021,Gazoil,DAF,,ESPAGNE,1099,DAF Vehiculos Industriales S.A., Madrid,https://photo.static-viamobilis.com/31/1/11170251_th.jpg,,,4x2,480,Occasion
EV48120,Tracteur Mercedes Actros 1840 LSnRL Retarder Hubsattelplatte Xenon,822 000 km,01/03/2021,Gazoil,Mercedes,,ALLEMAGNE,1099,Stefan Ebert GmbH, Hessen,https://photo.static-viamobilis.com/31/1/10823284_th.jpg,,,6x4,480,Occasion
47BDP3,Tracteur DAF CF 450 FTP SPACE CAB 6X2 ONLY 447.500 KM 2x TANKS TOP CONDITION BELGIUM TRUCK,1 237 483 km,19/11/2018,Gazoil,DAF,,PAYS-BAS,1099,SEMTRADE BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/11155896_th.jpg,,,4x2,399,Occasion
5012BFL,Tracteur Scania L R490 TOPINE EURO 6 RETARDER SUPER CONDITION,650 913 km,05/03/2015,Gazoil,Scania,,PAYS-BAS,1099,SEMTRADE BV, ZuidHolland,https://photo.static-viamobilis.com/31/1/11101992_th.jpg,,,4x2,479,Occasion
SN 59500142,Tracteur Renault Magnum 480 DXI,466 805 km,27/12/2013,Gazoil,Renault,,ESPAGNE,1150,Veinluc sa - LUCENA, Córdoba,https://photo.static-viamobilis.com/31/1/10992455-foto-cabeza_tractora_th.jpg,,,4x2,400,Occasion
RHT-VO816073,Tracteur MAN TGX 18.440 LLS-U | XLX*Retarder*Navi*1.Hand!*AC,653 120 km,01/07/2015,Gazoil,MAN,,ALLEMAGNE,1237,Eschen Nutzfahrzeuge GmbH, Niedersachsen,https://photo.static-viamobilis.com/31/1/10778175_th.jpg,,,4x2,479,Occasion
,Tracteur Mercedes E Actros 1851 Euro 5 spoilers,,16/12/2013,,Mercedes,,BELGIQUE,1900,SMEETS & ZONEN NV, Limburg,https://photo.static-viamobilis.com/31/1/10903137_th.jpg,,,,,Occasion
