Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Photo,Poids à vide,PTC,Essieux,Puissance,Etat
379674,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,358 736 km,28/06/2021,Gazoil,Mercedes,AS440S40TP LNG,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160801_th.jpg,11.26 Tonnes,18 Tonnes,4x2,460,Occasion
398079,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,401 591 km,04/01/2022,Gazoil,Mercedes,AT 440 S 46 TP,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160797_th.jpg,10.79 Tonnes,19 Tonnes,4x2,460,Occasion
71343,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,387 768 km,24/05/2022,Gazoil,Mercedes,400,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160796_th.jpg,9.11 Tonnes,20.5 Tonnes,4x2,510,Occasion
71628,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,314 320 km,07/04/2022,Gazoil,Mercedes,18.470,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160799_th.jpg,7 Tonnes,19 Tonnes,4x2,460,Occasion
71346,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,516 000 km,24/06/2021,Gazoil,Mercedes,18.440,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160803_th.jpg,7.83 Tonnes,19 Tonnes,4x2,510,Occasion
71301,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,244 000 km,24/05/2022,Gazoil,Mercedes,520 T4X2 E6,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160805_th.jpg,8.5 Tonnes,19 Tonnes,4x2,460,Occasion
DBL45,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,1 015 813 km,24/05/2022,Gazoil,Mercedes,480,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160794_th.jpg,8.61 Tonnes,19 Tonnes,4x2,620,Occasion
GE531DR,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,749 357 km,12/09/2022,Gazoil,Mercedes,500,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160795_th.jpg,8.94 Tonnes,19 Tonnes,4x2,480,Occasion
1453182948,Tracteur Mercedes E Actros II 1843 Streamspace 2.5 m E6,698 378 km,07/04/2022,Gazoil,Mercedes,480 FT,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160792_th.jpg,8.33 Tonnes,18 Tonnes,4x2,480,Occasion
3162,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,557 117 km,02/03/2022,Gazoil,Mercedes,480 T4X2 E6,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160800_th.jpg,7.61 Tonnes,18 Tonnes,4x2,480,Occasion
3584 MG,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,810 728 km,04/01/2022,Hybride,Mercedes,18.520,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160804_th.jpg,10.89 Tonnes,19 Tonnes,4x2,490,Occasion
3408 LG,Tracteur Mercedes E Actros II 1848 SreamSpace 2.5 m E6,754 335 km,12/05/2022,Gazoil,Mercedes,1848 LS,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Rennes, IlleetVilaine,https://photo.static-viamobilis.com/31/1/11160793_th.jpg,8.28 Tonnes,19 Tonnes,4x2,500,Occasion
169-GF871BB,Tracteur Iveco S-WAY 480,1 023 000 km,12/12/2020,Gazoil,Iveco,460,FRANCE,Prix sur demande,Iveco Provence - Vitrolles, BouchesduRhône,https://photo.static-viamobilis.com/31/1/11001014-photo-tracteur_th.jpg,7.49 Tonnes,18 Tonnes,6x4,480,Occasion
169-GE631CN,Tracteur DAF 480 XF SC 4x2 | Leasing from €1553/month,350 000 km,05/01/2022,Gazoil,DAF,18.520,FRANCE,Prix sur demande,SPARDEX, Nord,https://photo.static-viamobilis.com/31/1/10237682_th.jpg,8.54 Tonnes,19 Tonnes,4x2,480,Occasion
169-FS725JT,Tracteur DAF XF 480,115 000 km,11/05/2021,Gazoil,DAF,1842 LS,FRANCE,Prix sur demande,HENAUX BAL PARIS SAS, SeineetMarne,https://photo.static-viamobilis.com/31/1/10501795_th.jpg,8.46 Tonnes,19 Tonnes,4x2,460,Occasion
GJ294RTM,Tracteur Mercedes 3356 AROCS 3356,1 089 424 km,07/03/2018,Gazoil,Mercedes,450,FRANCE,Prix sur demande,MONETTO MATERIELS, AlpesMaritimes,https://photo.static-viamobilis.com/31/1/11160049_th.jpg,7.32 Tonnes,19 Tonnes,4x2,480,Occasion
FT467RTM,Tracteur Scania R 480 High Line,844 000 km,22/04/2014,Gazoil,Scania,480 T4X2 E6,FRANCE,Prix sur demande,AVIE SARL, Rhône,https://photo.static-viamobilis.com/31/1/11063526-photo-tracteur_th.jpg,7.69 Tonnes,19 Tonnes,4x2,480,Occasion
GJ703RTM,Tracteur Renault T-Series 460,549 000 km,15/04/2016,Gazoil,Renault,480 T4X2 E6,FRANCE,Prix sur demande,AVIE SARL, Rhône,https://photo.static-viamobilis.com/31/1/9623959-photo-tracteur_th.jpg,8.28 Tonnes,44 Tonnes,4x2,480,Occasion
GF909RTM,Tracteur DAF XF105 460,850 000 km,28/05/2009,Gazoil,DAF,750,FRANCE,Prix sur demande,AVIE SARL, Rhône,https://photo.static-viamobilis.com/31/1/2384269-photo-tracteur_th.jpg,24.62 Tonnes,19 Tonnes,4x2,480,Occasion
GF932RTM,Tracteur produits dangereux / adr Renault Premium 420,760 000 km,01/12/2004,Gazoil,Renault,480 T4X2 E6,FRANCE,Prix sur demande,AVIE SARL, Rhône,https://photo.static-viamobilis.com/31/1/2269598-photo-tracteur_th.jpg,14.04 Tonnes,19 Tonnes,4x2,480,Occasion
FH893RTM,Tracteur MAN TGX 18.480 XXL,956 704 km,31/07/2008,Gazoil,MAN,750,FRANCE,Prix sur demande,AVIE SARL, Rhône,https://photo.static-viamobilis.com/31/1/2269560-photo-tracteur_th.jpg,7.55 Tonnes,19 Tonnes,4x2,480,Occasion
GF905RTM,Tracteur Volvo FH FH 500 Globe I-Park Cool VIN: LB 3 Stück!,727 000 km,01/06/2020,Gazoil,Volvo,480 T4X2 E6,FRANCE,Prix sur demande,YOURTRUCKS, SeineetMarne,https://photo.static-viamobilis.com/31/1/10785492_th.jpg,7.14 Tonnes,19 Tonnes,4x2,480,Occasion
EL628,Tracteur DAF XF 480,77 800 km,22/01/2019,Gazoil,DAF,480 T4X2 E6,FRANCE,Prix sur demande,MTI manutention, Yvelines,https://photo.static-viamobilis.com/31/1/10283126-photo-tracteur_th.jpg,7.89 Tonnes,19 Tonnes,4x2,480,Occasion
E65333,Tracteur MAN TGS 18.400,490 000 km,11/10/2016,Gazoil,MAN,480,FRANCE,Prix sur demande,LYCOS, Rhône,https://photo.static-viamobilis.com/31/1/11143478-photo-tracteur_th.jpg,8.65 Tonnes,19 Tonnes,4x2,479,Occasion
E65423,Tracteur Renault Premium 420 DCI,855 180 km,05/06/2006,Gazoil,Renault,780,FRANCE,Prix sur demande,LYCOS, Rhône,https://photo.static-viamobilis.com/31/1/11143481-photo-tracteur_th.jpg,8.77 Tonnes,19 Tonnes,4x2,500,Occasion
vs_20240911.01,Tracteur DAF XF 510,310 000 km,13/03/2017,Gazoil,DAF,460 Globetrotter,FRANCE,Prix sur demande,AUTO EXPORT IVANOV, BouchesduRhône,https://photo.static-viamobilis.com/31/1/11087807_th.jpg,7.39 Tonnes,19 Tonnes,4x2,470,Occasion
vs_20240912.06,Tracteur Mercedes Actros 1845,35 000 km,08/01/2016,Gazoil,Mercedes,500,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10190904_th.jpg,8.01 Tonnes,19 Tonnes,4x2,459,Occasion
vs_20240909.18,Tracteur DAF CF 460,115 260 km,16/03/2017,Gazoil,DAF,450,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10495612_th.jpg,8.82 Tonnes,19 Tonnes,4x2,500,Occasion
vs_20240912.01,Tracteur Scania R 420,378 401 km,13/07/2011,Gazoil,Scania,450.19 DXI,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/9379044_th.jpg,7.89 Tonnes,19 Tonnes,4x2,450,Occasion
vs_20240912.11,Tracteur Renault Premium 410 DXI,734 000 km,30/05/2008,Gazoil,Renault,460,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/5274092_th.jpg,9.54 Tonnes,19 Tonnes,4x2,460,Occasion
3793,Tracteur DAF 480 XF,468 058 km,07/12/2017,Gazoil,DAF,460,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/11077122_th.jpg,8.82 Tonnes,19 Tonnes,4x2,480,Occasion
3774,Tracteur Renault Premium Lander 460 DXI,472 045 km,14/05/2012,Gazoil,Renault,460,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/9663047_th.jpg,8.74 Tonnes,19 Tonnes,4x2,480,Occasion
413,Tracteur DAF XF460,609 506 km,23/09/2016,Gazoil,DAF,500,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10985462_th.jpg,7.88 Tonnes,19 Tonnes,4x2,480,Occasion
71084,Tracteur DAF XF460,504 469 km,25/04/2016,Gazoil,DAF,480 T4X2 E6 MAXISPACE,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/10348891_th.jpg,7.83 Tonnes,19 Tonnes,4x2,490,Occasion
B100,Tracteur Renault 440 Gamme T,739 000 km,02/10/2015,Gazoil,Renault,I SAVE 500,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/9500082_th.jpg,8.34 Tonnes,19 Tonnes,4x2,480,Occasion
0001943280,Tracteur DAF XF105 460,463 414 km,14/09/2016,Gazoil,DAF,540,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/9028099_th.jpg,8.19 Tonnes,19 Tonnes,4x2,480,Occasion
MG053TA,Tracteur DAF 480 XF,228 407 km,28/05/2018,Gazoil,DAF,460 DXI,FRANCE,Prix sur demande,GUAINVILLE INTERNATIONAL, Yvelines,https://photo.static-viamobilis.com/31/1/9495932_th.jpg,9.2 Tonnes,18 Tonnes,4x2,480,Occasion
EL 248 JA,Tracteur Ford F MAX F-MAX,262 040 km,25/10/2024,Gazoil,Ford,18.520,FRANCE,Prix sur demande,SAS Transalpes, Isère,https://photo.static-viamobilis.com/31/1/11143466_th.jpg,8.68 Tonnes,19 Tonnes,4x2,480,Occasion
71780,Tracteur DAF XF 106 460 SSC,999 000 km,03/06/2015,GPL,DAF,480 T4X2 E6,FRANCE,Prix sur demande,CHATEAUROUX TRUCKS, Indre,https://photo.static-viamobilis.com/31/1/11055535-photo-tracteur_th.jpg,10.5 Tonnes,19 Tonnes,4x2,520,Occasion
S27V546679I241291,Tracteur Iveco Stralis 440 S 42,530 280 km,31/10/2017,Gazoil,Iveco,480 T4X2 E6,FRANCE,Prix sur demande,C.E.A.P.L, HauteVienne,https://photo.static-viamobilis.com/31/1/10000052-photo-tracteur_th.jpg,8.38 Tonnes,19 Tonnes,4x2,520,Occasion
1131,Tracteur DAF CF 480,510 095 km,02/04/2019,Gazoil,DAF,480,FRANCE,Prix sur demande,MARTIN SEB CASSE PL SAS, CharenteMaritime,https://photo.static-viamobilis.com/31/1/10520927-photo-tracteur_th.jpg,8.35 Tonnes,19 Tonnes,4x2,480,Occasion - Accidenté
1845,Tracteur Mercedes Actros 1842,307 353 km,12/03/2018,Gazoil,Mercedes,500,FRANCE,Prix sur demande,MARTIN SEB CASSE PL SAS, CharenteMaritime,https://photo.static-viamobilis.com/31/1/10450548-photo-tracteur_th.jpg,6 Tonnes,44 Tonnes,4x2,480,Occasion - Accidenté
1952,Tracteur Volvo FMX 420,216 008 km,13/11/2018,Gazoil,Volvo,480 T4X2 E6,FRANCE,Prix sur demande,MARTIN SEB CASSE PL SAS, CharenteMaritime,https://photo.static-viamobilis.com/31/1/10989471-photo-tracteur_th.jpg,8.33 Tonnes,7.5 Tonnes,4x2,480,Occasion - Accidenté
DJ725XS,Tracteur Ford F MAX 500,246 177 km,26/10/2022,Gazoil,Ford,480 T4X2 E6,FRANCE,Prix sur demande,DPL 21, Côted'Or,https://photo.static-viamobilis.com/31/1/10738330_th.jpg,8.17 Tonnes,44.25 Tonnes,4x2,480,Occasion - Accidenté
CA621PD,Tracteur DAF XG 530FT,389 025 km,25/10/2022,Gazoil,DAF,18.520,FRANCE,Prix sur demande,DPL 21, Côted'Or,https://photo.static-viamobilis.com/31/1/11160963_th.jpg,8.52 Tonnes,19 Tonnes,4x2,520,Occasion - Accidenté
ER898YK,Tracteur Renault Gamme T,363 500 km,09/03/2022,Gazoil,Renault,480,FRANCE,Prix sur demande,DPL 21, Côted'Or,https://photo.static-viamobilis.com/31/1/11160962_th.jpg,8.3 Tonnes,19 Tonnes,4x2,500,Occasion - Accidenté
DZ590JX,Tracteur DAF 480 XF,15 km,06/12/2021,Gazoil,DAF,480,FRANCE,Prix sur demande,DPL 21, Côted'Or,https://photo.static-viamobilis.com/31/1/11160959_th.jpg,8.02 Tonnes,26.15 Tonnes,4x2,500,Occasion - Accidenté
BC565EA,Tracteur Ford F MAX 500,118 196 km,05/02/2024,Gazoil,Ford,440 T4X2 E6,FRANCE,Prix sur demande,BOURGOGNE TRUCKS, Côted'Or,https://photo.static-viamobilis.com/31/1/10977617-photo-tracteur_th.jpg,8.74 Tonnes,19 Tonnes,4x2,480,Occasion
EQ776TD,Tracteur MAN TGX 18.480 XLX,532 000 km,12/06/2014,Gazoil,MAN,500 Globetrotter XL,FRANCE,Prix sur demande,BKR SERVICE, Paris,https://photo.static-viamobilis.com/31/1/10985744-photo-tracteur_th.jpg,8.8 Tonnes,18 Tonnes,4x2,470,Occasion
FN464WY,Tracteur Scania R 730,1 089 424 km,23/08/2011,Gazoil,Scania,480 T4X2 E6,FRANCE,Prix sur demande,RFCN, Marne,https://photo.static-viamobilis.com/31/1/11161512-photo-tracteur_th.jpg,8.37 Tonnes,19 Tonnes,4x2,430,Occasion
GB386XD,Tracteur Renault,470 000 km,26/05/2015,GPL,Renault,480 T4X2 E6,FRANCE,Prix sur demande,IMPORT EXPORT DHIMITRI, ValdeMarne,https://photo.static-viamobilis.com/31/1/10055409-photo-tracteur_th.jpg,8.3 Tonnes,19 Tonnes,4x2,420,Occasion
EL534BD,Tracteur MAN TGX 18.460,448 816 km,13/12/2018,Gazoil,MAN,780,FRANCE,Prix sur demande,ABLIS POIDS LOURDS, Yvelines,https://photo.static-viamobilis.com/31/1/11144601_th.jpg,8.31 Tonnes,32 Tonnes,4x2,460,Occasion
DJ059YZ,Tracteur Scania R 620,364 074 km,06/06/2008,Gazoil,Scania,18.520,FRANCE,Prix sur demande,PFT SARL, Aube,https://photo.static-viamobilis.com/31/1/8167310-photo-tracteur_th.jpg,8.74 Tonnes,19 Tonnes,4x2,460,Occasion
515,Tracteur Renault T-Series,1 058 706 km,17/10/2018,Gazoil,Renault,480 T4X2 E6,FRANCE,Prix sur demande,Renault Trucks Cavaillon, Vaucluse,https://photo.static-viamobilis.com/31/1/11160493_th.jpg,7.49 Tonnes,19 Tonnes,4x2,480,Occasion
1697460,Tracteur DAF XF 510,620 000 km,13/03/2017,Gazoil,DAF,780,FRANCE,Prix sur demande,AUTO EXPORT IVANOV, BouchesduRhône,https://photo.static-viamobilis.com/31/1/11170669_th.jpg,16.02 Tonnes,19 Tonnes,4x2,560,Occasion
1531067,Tracteur DAF XF 530,652 133 km,04/06/2019,Gazoil,DAF,500,FRANCE,Prix sur demande,GARAGE TONON, Moselle,https://photo.static-viamobilis.com/31/1/11170827_th.jpg,8.15 Tonnes,19 Tonnes,4x2,540,Occasion
1696165,Ensemble routier savoyarde système bâchage coulissant Mercedes Actros 1846,370 000 km,01/01/2017,Gazoil,Mercedes,480 T4X2 E6,FRANCE,Prix sur demande,Ousidi Wassim, HauteGaronne,https://photo.static-viamobilis.com/34/1/11110358-photo-ensemble_routier_th.jpg,8.84 Tonnes,19 Tonnes,4x2,460,Occasion
1675556,Tracteur DAF XF 480,1 036 027 km,23/11/2020,Gazoil,DAF,500,FRANCE,Prix sur demande,GSVI LYON, Rhône,https://photo.static-viamobilis.com/31/1/11170361-photo-tracteur_th.jpg,8.55 Tonnes,18 Tonnes,4x2,520,Occasion
7627,Tracteur MAN TGS 18.470,320 000 km,22/11/2019,Gazoil,MAN,480,FRANCE,Prix sur demande,PACIFIC TRUCKS, Rhône,https://photo.static-viamobilis.com/31/1/11169860-photo-tracteur_th.jpg,8.53 Tonnes,19 Tonnes,4x2,500,Occasion
VO25-1990,Ensemble routier benne Renault C-Series 520,865 550 km,27/03/2019,Gazoil,Renault,430 DXI,FRANCE,Prix sur demande,Adamo, Savoie,https://photo.static-viamobilis.com/35/1/11170288-photo-semi_remorque_th.jpg,7.74 Tonnes,19 Tonnes,4x2,450,Occasion
VO26-2057,Tracteur Volvo FH 460 Globetrotter,404 263 km,27/09/2022,Gazoil,Volvo,500,FRANCE,Prix sur demande,VOLVO TRUCK CENTER RHONE ALPES H, Rhône,https://photo.static-viamobilis.com/31/1/11170315-photo-tracteur_th.jpg,7.53 Tonnes,19 Tonnes,4x2,450,Occasion
VO26-2074,Ensemble routier béton MAN TGS Mobil Chape,315 531 km,13/06/2017,Gazoil,MAN,480,FRANCE,Prix sur demande,Iseresols, Isère,https://photo.static-viamobilis.com/34/1/10866794-photo-ensemble_routier_th.jpg,7.25 Tonnes,19.12 Tonnes,4x2,520,Occasion
3563 LG,Tracteur Iveco Stralis AS 440 S 50 TP,388 000 km,21/06/2016,Gazoil,Iveco,500 Globetrotter XL,FRANCE,Prix sur demande,SELVI-LORIN, Loiret,https://photo.static-viamobilis.com/31/1/9406779-photo-tracteur_th.jpg,5.22 Tonnes,19 Tonnes,4x2,490,Occasion
FC3170,Tracteur Volvo FH12 380,599 000 km,02/01/1997,Gazoil,Volvo,450 FT,FRANCE,Prix sur demande,FARES TRUCKS, Loiret,https://photo.static-viamobilis.com/31/1/11170047-photo-tracteur_th.jpg,9.63 Tonnes,19 Tonnes,4x2,510,Occasion
DV STG1,Tracteur Renault T-Series 480.19 DTI 13,369 959 km,11/03/2019,Gazoil,Renault,500,FRANCE,Prix sur demande,CIAPE, Rhône,https://photo.static-viamobilis.com/31/1/11169901-photo-tracteur_th.jpg,12.26 Tonnes,19 Tonnes,4x2,410,Occasion
CB965JB,Tracteur convoi exceptionnel Scania R 500,337 715 km,15/05/2019,Gazoil,Scania,460,FRANCE,Prix sur demande,Fournier, DeuxSèvres,https://photo.static-viamobilis.com/31/1/11111057-photo-tracteur_th.jpg,7083 Tonnes,18 Tonnes,6x4,480,Occasion
5590,Tracteur Volvo FH 500,175 943 km,13/10/2022,Gazoil,Volvo,430,FRANCE,Prix sur demande,trs thivier, Manche,https://photo.static-viamobilis.com/31/1/11169876-photo-tracteur_th.jpg,8.25 Tonnes,38 Tonnes,4x2,630,Occasion
CW330NN,Tracteur Renault Kerax 410 DXI,375 339 km,01/11/2011,Gazoil,Renault,510,FRANCE,Prix sur demande,SODEXIM, Nord,https://photo.static-viamobilis.com/31/1/11169914-photo-tracteur_th.jpg,8.2 Tonnes,19 Tonnes,4x2,500,Occasion
FE889JJ,Tracteur Renault Kerax 410 DXI,484 079 km,01/07/2007,Gazoil,Renault,2658 LS,FRANCE,Prix sur demande,SODEXIM, Nord,https://photo.static-viamobilis.com/31/1/11169905-photo-tracteur_th.jpg,9.9 Tonnes,19 Tonnes,4x2,480,Occasion
BC145MP,Tracteur Renault T-High T4X2 480 TC,332 369 km,09/03/2023,Gazoil,Renault,18.520,FRANCE,Prix sur demande,LOIRET TRUCKS ETS DOURS, Loiret,https://photo.static-viamobilis.com/31/1/11168636-photo-tracteur_th.jpg,10.03 Tonnes,18 Tonnes,4x2,480,Occasion
FC596VW,Tracteur Volvo FH 540,350 696 km,02/11/2020,Gazoil,Volvo,1843 LS,FRANCE,Prix sur demande,ADM NEGOCE, Meuse,https://photo.static-viamobilis.com/31/1/10971481-photo-tracteur_th.jpg,8.68 Tonnes,19 Tonnes,4x2,460,Occasion
IVECO X-WAY 570 6x4 + Semi-remorque forestière DOLL LOGO 21 / Grue PALFINGER Epsilon L270,Tracteur DAF 480 XF FT 4X2,526 000 km,09/11/2021,Gazoil,DAF,480,FRANCE,Prix sur demande,DAF Used Trucks France - Saint-Priest (Lyon), Rhône,https://photo.static-viamobilis.com/31/1/10641219_th.jpg,8.62 Tonnes,18 Tonnes,4x2,480,Occasion
SCANIA V8 R590 A4X2NB,Tracteur Iveco S-WAY 460 GNL,570 000 km,07/06/2021,Gazoil,Iveco,1842 LS,FRANCE,Prix sur demande,IVECO Périgueux - Groupe PAROT, Dordogne,https://photo.static-viamobilis.com/31/1/10372965-photo-tracteur_th.jpg,10.1 Tonnes,18 Tonnes,4x2,530,Occasion
RENAULT T520 KIT HDYRAULIQUE  SEMI-REMORQUE PLATEAU FORESTIER GURLESENYIL TREYLER,Tracteur Renault T-Series 520.19 DTI 13,194 435 km,16/09/2014,Gazoil,Renault,18.560,FRANCE,Prix sur demande,GSD CONSULT, Jura,https://photo.static-viamobilis.com/31/1/11076295-photo-tracteur_th.jpg,8.41 Tonnes,44 Tonnes,4x2,420,Occasion
SCANIA S500 A4X2LB,Tracteur Mercedes Actros 1845 LS,202 477 km,04/07/2025,Gazoil,Mercedes,480,FRANCE,Prix sur demande,BPM PRO MERCEDES CAMIONS Vigneux, LoireAtlantique,https://photo.static-viamobilis.com/31/1/10809848-photo-tracteur_th.jpg,8.3 Tonnes,19 Tonnes,4x2,380,Occasion
V7287,Tracteur Volvo FH 420 GLOBE XL,309 535 km,09/01/2024,Gazoil,Volvo,480,FRANCE,Prix sur demande,VOLVO TRUCK CENTER LANGUEDOC, HauteGaronne,https://photo.static-viamobilis.com/31/1/11078677_th.jpg,6.96 Tonnes,44 Tonnes,4x2,530,Occasion
216,Tracteur Volvo FH13 420,539 354 km,09/01/2024,Gazoil,Volvo,480,FRANCE,Prix sur demande,VOLVO TRUCK CENTER LANGUEDOC, HauteGaronne,https://photo.static-viamobilis.com/31/1/10907991-photo-tracteur_th.jpg,7.37 Tonnes,19 Tonnes,4x2,480,Occasion
GB-780,Tracteur Renault T-Series,606 707 km,18/11/2021,Gazoil,Renault,480,FRANCE,Prix sur demande,FAURIE USED TRUCKS, Corrèze,https://photo.static-viamobilis.com/31/1/10809817_th.jpg,9.87 Tonnes,19 Tonnes,4x2,520,Occasion
FG 524 RK,Tracteur Iveco Hi-Way AS 460CV GNC,240 138 km,03/02/2020,Gazoil,Iveco,420,FRANCE,Prix sur demande,IVECO Toulouse - Groupe PAROT, HauteGaronne,https://photo.static-viamobilis.com/31/1/10732671_th.jpg,7.5 Tonnes,19 Tonnes,4x2,750,Occasion
7058405,Tracteur DAF,253 302 km,14/05/2020,Gazoil,DAF,500,FRANCE,Prix sur demande,BERROYER, Vendée,https://photo.static-viamobilis.com/31/1/9460481_th.jpg,6.94 Tonnes,44 Tonnes,4x2,440,Occasion
vs_20240829.03,Tracteur Renault T-Series 480,292 777 km,21/07/2023,Gazoil,Renault,1845,FRANCE,Prix sur demande,C.E.A.P.L, HauteVienne,https://photo.static-viamobilis.com/31/1/11168870-photo-tracteur_th.jpg,8.18 Tonnes,44 Tonnes,4x2,450,Occasion - Accidenté
vs_20250228.04,Tracteur DAF XF105 510,215 287 km,19/06/2017,Gazoil,DAF,1851 LS,FRANCE,Prix sur demande,BADA VI, Rhône,https://photo.static-viamobilis.com/31/1/11168898-photo-tracteur_th.jpg,8.01 Tonnes,18 Tonnes,4x2,520,Occasion
vs_20240909.05,Tracteur Renault C-Series 440,227 139 km,01/03/2017,Gazoil,Renault,THIGH 480,FRANCE,Prix sur demande,SODEXIM, Nord,https://photo.static-viamobilis.com/31/1/11169866-photo-tracteur_th.jpg,7.7 Tonnes,19 Tonnes,4x2,460,Occasion
gg-578,Tracteur DAF XF105 FT 460,357 398 km,18/11/2015,Gazoil,DAF,530 FT,FRANCE,Prix sur demande,TRANSPORTS CORDIER, Doubs,https://photo.static-viamobilis.com/31/1/10829410-photo-tracteur_th.jpg,8.7 Tonnes,18 Tonnes,4x2,520,Occasion
FC3010,Tracteur DAF XF XF,436 843 km,01/01/2023,Gazoil,DAF,480 FT,FRANCE,Prix sur demande,RITCHIE BROS AUCTION FRANCE SAS, Eure,https://photo.static-viamobilis.com/31/1/11169375_th.jpg,8.71 Tonnes,34.6 Tonnes,6x4,551,Occasion
GB973NG,Tracteur Mercedes Actros 2041 ST,626 708 km,01/01/2008,Gazoil,Mercedes,1845 LS,FRANCE,Prix sur demande,RITCHIE BROS AUCTION FRANCE SAS, Eure,https://photo.static-viamobilis.com/31/1/11160199_th.jpg,8.54 Tonnes,44 Tonnes,4x2,440,Occasion
BJ322BV,Tracteur Ford F MAX F-MAX 500,800 000 km,01/01/2023,Gazoil,Ford,AS 440 S 46,FRANCE,Prix sur demande,RITCHIE BROS AUCTION FRANCE SAS, Eure,https://photo.static-viamobilis.com/31/1/11160173_th.jpg,6.74 Tonnes,19 Tonnes,4x4,479,Occasion
EA048PR,Tracteur Ford F MAX F-MAX 500,296 145 km,01/01/2023,Gazoil,Ford,510 FT,FRANCE,Prix sur demande,RITCHIE BROS AUCTION FRANCE SAS, Eure,https://photo.static-viamobilis.com/31/1/11160172_th.jpg,11.05 Tonnes,19 Tonnes,4x2,530,Occasion
AW946PJ,Tracteur Volvo FM 450,225 000 km,01/01/2017,Gazoil,Volvo,480 FT,FRANCE,Prix sur demande,RITCHIE BROS AUCTION FRANCE SAS, Eure,https://photo.static-viamobilis.com/31/1/11136264_th.jpg,6.73 Tonnes,44 Tonnes,4x2,460,Occasion
LOCATION,Tracteur Mercedes ACTROS 1853 BLUETEC 6,245 913 km,01/01/2018,Gazoil,Mercedes,480 FT,FRANCE,Prix sur demande,RITCHIE BROS AUCTION FRANCE SAS, Eure,https://photo.static-viamobilis.com/31/1/11118684_th.jpg,8.18 Tonnes,19 Tonnes,4x2,460,Occasion
V7367,Tracteur Renault C-Series C460 DTI 11,860 000 km,01/01/2020,Gazoil,Renault,480,FRANCE,Prix sur demande,RITCHIE BROS AUCTION FRANCE SAS, Eure,https://photo.static-viamobilis.com/31/1/11115598_th.jpg,8.51 Tonnes,19 Tonnes,4x2,450,Occasion
