Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat
XLRTEH4300G423407,Tracteur Renault K-Series 480.26 DTI 13,500000.0,2018-06-01,Gazoil,Renault,,ITALIE,12490.0,PESCE EDOARDO V.I. S.r.l,Treviso,,18.0,4x2,482.0,Occasion
XLRTEH4300G285862,Tracteur Volvo F6 FH 460 4x2 PTO + I-Park,730316.0,2020-06-17,Gazoil,Volvo,,PAYS-BAS,17490.0,NIJWA USED TRUCKS - Vestiging Borne,Overijssel,,18.0,4x2,482.0,Occasion
FMX 500 2022,"Tracteur DAF 480 XF480FT, SSC, Euro-6, Tacho DTCO neue Generation",373254.0,2020-01-01,Gazoil,DAF,,ALLEMAGNE,42990.0,Venta Handels GmbH,BadenWürttemberg,,26.0,4x2,482.0,Occasion
R012445,Tracteur DAF CF CF 400.19,439419.0,2015-01-01,Gazoil,DAF,,ALLEMAGNE,18990.0,LEKO GmbH,RheinlandPfalz,,30.0,4x2,482.0,Occasion
eM086056,Tracteur Scania L G440 4x4 ARAD Spring/Spring Manualgear E5,414422.0,2012-12-01,Gazoil,Scania,,ALLEMAGNE,18990.0,Auto M.Hallak,NordrheinWestfalen,,19.0,4x2,482.0,Occasion
M092741,Tracteur Mercedes Actros 1845 LS,359381.0,,Gazoil,Mercedes,,ESPAGNE,55990.0,CONCESUR MADRID SL - CAMIONES,Madrid,,17.99,4x2,482.0,Occasion
M370507,Tracteur Mercedes Actros 1848 LS HAD,413754.0,,Gazoil,Mercedes,,ESPAGNE,32990.0,CONCESUR MADRID SL - CAMIONES,Madrid,,18.0,4x2,482.0,Occasion
D097278,Tracteur Mercedes Arocs 2658 LS,329769.0,,Gazoil,Mercedes,,ESPAGNE,24990.0,CONCESUR MADRID SL - CAMIONES,Madrid,,22.0,4x2,482.0,Occasion
M981523,Tracteur Mercedes Actros 1851 HAD LS,383974.0,,Gazoil,Mercedes,,ESPAGNE,18990.0,CONCESUR MADRID SL - CAMIONES,Madrid,,33.0,4x2,482.0,Occasion
D213825,Tracteur MAN TGS TGS 33.400 6x4 PALFINGER PK 29002 Crane Winch,298118.0,2008-01-01,Gazoil,MAN,,POLOGNE,18900.0,"STAR SAN DUO DOMINIK PATER, PAWEŁ PATER SPÓŁKA KOMANDYTOWA",Świętokrzyskie,,8.16,4x2,482.0,Occasion
eM086337,Tracteur DAF XF105 460,404441.0,2010-02-06,Gazoil,DAF,,ITALIE,10900.0,Albacamion srl,Piacenza,,19.0,4x2,482.0,Occasion
WN47860,Tracteur Renault Premium 430 DXI,373342.0,2011-05-01,Gazoil,Renault,,PORTUGAL,21900.0,MatrailerAuto LDA,Santarém,,27.0,4x2,482.0,Occasion
3818-NKT,Tracteur Volvo FH 540 Steel/Air - German Truck - Lift - Hydraulics/PTO,300954.0,2018-02-21,Gazoil,Volvo,,PAYS-BAS,12900.0,EUROPE TRUCKS BV,NoordBrabant,,27.0,4x2,482.0,Occasion
TC15297,Tracteur Volvo FH 500,360874.0,2020-01-20,Gazoil,Volvo,,ESPAGNE,32900.0,CAMIONALIA S.L,Cuenca,,27.0,4x2,482.0,Occasion
AU49939,Tracteur DAF CF 440 6x2 midlift - Space cab,341690.0,2016-08-25,Gazoil,DAF,,PAYS-BAS,34900.0,NEBIM USED TRUCKS,Limburg,,20.5,4x2,482.0,Occasion
ZT49939,Tracteur DAF neuf XG 480,299657.0,,Gazoil,DAF,,ESPAGNE,27900.0,CT Trucks Coslada,Madrid,,19.0,4x2,482.0,Neuf
031,Tracteur DAF neuf XG 480,441084.0,,Gazoil,DAF,,ESPAGNE,15900.0,CT Trucks Coslada,Madrid,,19.0,4x2,482.0,Neuf
XLRTEF5300G407788,Tracteur DAF neuf XG 480,360609.0,,Gazoil,DAF,,ESPAGNE,15900.0,CT Trucks Coslada,Madrid,,19.0,4x2,482.0,Neuf
XLRTEH4300G428611,Tracteur DAF XF 480 FT,307149.0,2021-06-01,Gazoil,DAF,,ESPAGNE,17900.0,CT Trucks Coslada,Madrid,,19.0,4x2,482.0,Occasion
XLRTEH4300G427883,Tracteur DAF neuf XG 480,390706.0,,Gazoil,DAF,,ESPAGNE,35900.0,CT Trucks Coslada,Madrid,,19.0,4x2,482.0,Neuf
XLRTEH4300G360358,Tracteur MAN neuf TGX 18.520,310919.0,,Gazoil,MAN,,ESPAGNE,68890.0,CT Trucks Coslada,Madrid,,20.5,4x2,482.0,Neuf
XLRTEH4300G430632,Tracteur Renault T-High 480 T4X2 E6,477356.0,2021-05-05,Gazoil,Renault,,ESPAGNE,12000.0,CT Trucks Coslada,Madrid,,20.0,4x2,482.0,Occasion
XLRTEF5300G407708,Tracteur Volvo neuf FH16 780,242024.0,,Gazoil,Volvo,,ESPAGNE,45000.0,CT Trucks Coslada,Madrid,,19.5,4x2,482.0,Neuf
XLRTEH4300G427181,Tracteur produits dangereux / adr MAN TGX 18.470,597885.0,2021-09-01,Gazoil,MAN,,BELGIQUE,131700.0,MAN TOPUSED,Antwerpen,,20.0,4x2,482.0,Occasion
QA43663,Tracteur Scania S 450,5554038.0,2019-06-11,Gazoil,Scania,,POLOGNE,44500.0,SMUSZKIEWICZ S.C.,Wielkopolskie,,20.5,4x2,482.0,Occasion
XLRTEM4300G325680,Tracteur Mercedes Actros Actros 2148 4x2 SZM 2 Tank,556396.0,2023-10-01,Gazoil,Mercedes,,ALLEMAGNE,114700.0,Golec Nutzfahrzeuge GmbH,Hessen,,20.5,4x2,448.0,Occasion
733N,Tracteur MAN 18.480 TGS 4x4 reducer + kipper hydraulic,1367519.0,2023-01-01,Gazoil,MAN,,POLOGNE,115000.0,KELVER Sp. z o.o.,Śląskie,,20.5,4x2,482.0,Occasion
0174,Tracteur convoi exceptionnel MAN TGX 18.460*XXL*Intarder*Jumbo*Stan,796117.0,2018-03-01,Gazoil,MAN,,ALLEMAGNE,13250.0,DEMA GmbH & Co. KG,BadenWürttemberg,,20.5,4x2,482.0,Occasion
XLRTEH4300G372334,Tracteur Scania P 380,791276.0,2006-04-20,Gazoil,Scania,,ESPAGNE,12852.0,URIBE TRUCKS SL,Madrid,,20.5,4x2,482.0,Occasion
XLRTEH4300G375484,Tracteur Iveco S-Way 460 AS LNG *Retarder/ACC/2xTank/BSD/Leder,1208009.0,2020-12-01,Gazoil,Iveco,,ALLEMAGNE,18252.0,AE Handels GmbH,Hessen,,19.0,4x2,482.0,Occasion
XLRTEF5300G401011,Tracteur DAF 480 XF SSC BL *Retarder/Standklima/2-Kreis-H,822324.0,2019-01-01,Gazoil,DAF,,ALLEMAGNE,12852.0,AE Handels GmbH,Hessen,,19.5,4x2,482.0,Occasion
XLRTEH4300G370417,Tracteur Scania L S500 Highine *Retarder/Hydr./ACC/DW/Alcoa,762662.0,2019-01-01,Gazoil,Scania,,ALLEMAGNE,45252.0,AE Handels GmbH,Hessen,,20.5,4x2,482.0,Occasion
XLRTEH4300G348642,Tracteur convoi exceptionnel Mercedes Actros IV 1845 Low *Retarder/ACC/2xTank/TÜV Neu,627302.0,2016-04-01,Gazoil,Mercedes,,ALLEMAGNE,26892.0,AE Handels GmbH,Hessen,,19.0,4x2,482.0,Occasion
XLRTEF5300G410318,Tracteur convoi exceptionnel Mercedes Actros IV 1845 Low *Retarder/ACC/2xTank/TÜV Neu,942988.0,2016-03-01,Gazoil,Mercedes,,ALLEMAGNE,21600.0,AE Handels GmbH,Hessen,,20.5,4x2,482.0,Occasion
XLRTEH4300G344910,Tracteur convoi exceptionnel Scania L R500 Highline B 6x2 *Retarder/ACC/enk+ift,695508.0,2020-06-01,Gazoil,Scania,,ALLEMAGNE,29052.0,AE Handels GmbH,Hessen,,20.5,4x2,482.0,Occasion
XLRTEF5300G527348,Tracteur MAN TGX 18.510 GM BL *Retarder/Standklima/Digital,1084840.0,2021-01-01,Gazoil,MAN,,ALLEMAGNE,15900.0,AE Handels GmbH,Hessen,,18.0,6x6,482.0,Occasion
XLRTEH4300G344826,Tracteur DAF 480 XF SpaceCab BL *Standklima/Hydraulik/620L,647453.0,2019-12-01,Gazoil,DAF,,ALLEMAGNE,27900.0,AE Handels GmbH,Hessen,,19.0,4x2,482.0,Occasion
XLRTEF5300G410011,"Tracteur DAF XF 450 EURO 6d, ACC",747710.0,2019-11-27,Gazoil,DAF,,PAYS-BAS,31900.0,JB TRADING,Gelderland,,18.0,6x4,482.0,Occasion
XLRTEF5300G410227,"Tracteur Volvo FH 480 EURO 5, Hydraulics",49036.0,2007-12-07,Gazoil,Volvo,,PAYS-BAS,17950.0,JB TRADING,Gelderland,,19.0,4x2,482.0,Occasion
XLRTEF5300G527351,"Tracteur DAF 480 XF EURO 6, ACC",596150.0,2020-03-06,Gazoil,DAF,,PAYS-BAS,58900.0,JB TRADING,Gelderland,,19.0,4x2,482.0,Occasion
XLRTEF5300G436874,"Tracteur Renault T 380 EURO 6, Retarder",714424.0,2014-09-04,Gazoil,Renault,,PAYS-BAS,46900.0,JB TRADING,Gelderland,,20.0,4x2,482.0,Occasion
XLRTEF5300G471397,"Tracteur Mercedes Actros 1845 EURO 6d, Mirrorcams, MP5, New Tyres",818020.0,2020-09-21,Gazoil,Mercedes,,PAYS-BAS,17900.0,JB TRADING,Gelderland,,19.0,6x2,482.0,Occasion
XLRTEF5300G413435,"Tracteur Volvo FH 460 EURO 6d, Standairco, I-Shift, 2 Tanks",1.0,2020-02-26,Gazoil,Volvo,,PAYS-BAS,28900.0,JB TRADING,Gelderland,,41.88,4x2,482.0,Occasion
XLRTEF5300G424921,Tracteur Mercedes Actros 1845 EURO 6d,923906.0,2020-11-03,Gazoil,Mercedes,,PAYS-BAS,124900.0,JB TRADING,Gelderland,,20.5,4x2,482.0,Occasion
XLRTEF5300G401065,"Tracteur Mercedes Actros 1843 EURO 6, Standairco",1830039.0,2017-05-11,Gazoil,Mercedes,,PAYS-BAS,107900.0,JB TRADING,Gelderland,,19.0,8x2,420.0,Occasion
XLRTEF5300G409365,"Tracteur DAF 480 XF EURO 6, ACC, Standairco",821399.0,2019-04-03,Gazoil,DAF,,PAYS-BAS,14750.0,JB TRADING,Gelderland,,19.0,6x4,462.0,Occasion
XLRTEH4300G319097,"Tracteur DAF 480 XF EURO 6, ACC, Standairco",577743.0,2019-01-17,Gazoil,DAF,,PAYS-BAS,4750.0,JB TRADING,Gelderland,,19.0,8x2,500.0,Occasion
XLRTEF5300G451944,"Tracteur Volvo FH 460 EURO 6d, Standairco, I-Shift, 2 Tanks",716904.0,2020-02-26,Gazoil,Volvo,,PAYS-BAS,38100.0,JB TRADING,Gelderland,,18.0,4x2,510.0,Occasion
XLRTEH4300G355834,Tracteur Mercedes Actros 1848 LS Öl-Retarder Standklima BigSpace,720720.0,2023-08-01,Gazoil,Mercedes,,ALLEMAGNE,37950.0,Stefan Ebert GmbH,Hessen,,20.5,4x2,462.0,Occasion
XLRTEF5300G447160,Tracteur MAN TGX 18.500,667633.0,2016-10-06,Gazoil,MAN,,ESPAGNE,13750.0,Fernandez Lopez Jesus SL,Orense,,19.5,4x2,460.0,Occasion
XLRTEF5300G408526,Tracteur Mercedes Actros IV 18 2012,324079.0,2018-06-26,Gazoil,Mercedes,,ITALIE,13950.0,Carraro Spa,Treviso,,30.0,4x2,430.0,Occasion
XLRTEH4300G346237,Tracteur Mercedes neuf ACTROS/ANTOS TRATTORE,623940.0,2025-09-05,Gazoil,Mercedes,,ITALIE,13750.0,Carraro Spa,Treviso,,35.0,4x2,480.0,Neuf
XLRTEF5300G411122,Tracteur Mercedes Actros 4 18 4x2,286764.0,2018-08-01,Gazoil,Mercedes,,ITALIE,13750.0,Carraro Spa,Treviso,,20.5,4x2,420.0,Occasion
XLRTEF5300G409422,Tracteur Mercedes neuf ACTROS/ANTOS TRATTORE,372260.0,2025-12-08,Gazoil,Mercedes,,ITALIE,32950.0,Carraro Spa,Treviso,,19.5,4x2,460.0,Neuf
XLRTEH4300G344233,Tracteur Mercedes neuf ACTROS/ANTOS TRATTORE,366045.0,2025-11-29,Gazoil,Mercedes,,ITALIE,25800.0,Carraro Spa,Treviso,,21.0,4x2,400.0,Neuf
XLRTEF5300G405992,Tracteur DAF XF105 460,405822.0,2013-03-08,Gazoil,DAF,,PORTUGAL,78500.0,TRANSHUM LDA,Porto,,18.0,4x2,470.0,Occasion
XLRTEF5300G410947,"Tracteur Stralis 440S43T/P 4x2 Stralis 440S43T/P 4x2, ONLY FOR SPAREPARTS!!!",341662.0,2005-03-01,Gazoil,nc,,BELGIQUE,26500.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,18.0,4x2,510.0,Occasion
XLRTEH4300G356702,Tracteur MAN TGL TGL 8.220 4X2 BL TGL 8.220 4X2 BL,475189.0,2013-04-01,Gazoil,MAN,,BELGIQUE,44800.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,19.0,4x2,450.0,Occasion
XLRTEH4300G344360,"Tracteur Scania R124 124 R 470 4x2 124R470 4x2, Kipphydraulik, 6 Zylinder",428240.0,2003-04-01,Gazoil,Scania,,BELGIQUE,29400.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,18.0,4x2,440.0,Occasion
XLRTEH4300G343053,"Tracteur Mercedes Actros Actros 1848 LS 4x2 Actros 1848 LS 4x2, Vollumer ,Retarder",604521.0,2020-02-01,Gazoil,Mercedes,,BELGIQUE,49900.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,18.0,4x2,420.0,Occasion
XLRTEF5300G412245,"Tracteur MAN G420 TGX 18.420 4x2 BLS TGX 18.420 4X2 BLS, Retarder",359317.0,2018-07-01,Gazoil,MAN,,BELGIQUE,30900.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,18.0,4x2,500.0,Occasion
XLRTEF5300G409251,"Tracteur MAN TGX TGX 18.500 4X2 LLS TGX 18.500 4X2 LLS, Retarder, Vollumer",353835.0,2018-10-01,Gazoil,MAN,,BELGIQUE,32400.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,18.0,8x4,470.0,Occasion
XLRTEF5300G410118,"Tracteur MAN 40.400 TGS 18.400 4x4H BLS TGS 18.400 4x4H BLS, HydroDrive, Motorabtrieb",408053.0,2013-03-01,Gazoil,MAN,,BELGIQUE,41900.0,RONNY SCHOUTTEET TRUCKS BVBA,WestVlaanderen,,19.0,6x2,450.0,Occasion
XLRTEF5300G411023,Tracteur convoi exceptionnel DAF XF 106 460 FT SSC TOP Euro6,329630.0,2017-08-01,Gazoil,DAF,,ALLEMAGNE,41400.0,Auto Spies,RheinlandPfalz,,18.0,6x2,510.0,Occasion
XLRTEF5300G454016,Tracteur convoi exceptionnel Scania L T93M 4X2 Z KW-Abschleppwagen / uftanschlüsse,398074.0,1991-12-01,Gazoil,Scania,,ALLEMAGNE,41900.0,Auto Spies,RheinlandPfalz,,18.0,4x2,459.0,Occasion
XLRTEF5300G411385,"Tracteur DAF 480 XF Intarder, Skirts, PTO voorbereiding, Alcoa, 8.0 T vooras",98999.0,2019-06-11,Gazoil,DAF,,PAYS-BAS,41400.0,THOMAS TRUCKS,Overijssel,,18.0,4x2,440.0,Occasion
XLRTEF5300G408239,Tracteur Scania R450,477598.0,2018-11-18,Gazoil,Scania,,ESPAGNE,31900.0,"My Ocean Zone, S.L.",Valencia,,19.0,4x2,509.0,Occasion
XLRTEF5300G410202,Tracteur Mercedes E Actros 1842 Kipper Hydraulic Original Dutch Truck Eurp 6 Airconditioning TUV Valid Good Condition,373141.0,2018-06-28,Gazoil,Mercedes,,PAYS-BAS,31400.0,KALIL EXPORT,NoordBrabant,,18.0,4x2,394.0,Occasion
XLRTEF5300G451835,Tracteur Scania R 500 4X2 etarder 2xTanks Standklima Navi ACC,351850.0,2022-01-27,Gazoil,Scania,,PAYS-BAS,128900.0,BAS WORLD,,,18.0,4x2,480.0,Occasion
XLRTEF5300G432356,Tracteur produits dangereux / adr Scania L R580 R 6X2 V8 Full-Air Retarder PTO Alcoa Navi ACC eder,482560.0,2019-11-12,Gazoil,Scania,,PAYS-BAS,128900.0,BAS WORLD,,,19.0,4x2,500.0,Occasion
XLRTEF5300G410281,Tracteur MAN TGX 18.460 4X2 XXL Retarder 2xTanks,399132.0,2018-06-29,Gazoil,MAN,,PAYS-BAS,120900.0,BAS WORLD,,,18.0,4x2,459.0,Occasion
XLRTEH4300G344483,Tracteur DAF XF 530 4X2 SSC Retarder Hydraulik 2xTanks Standklima,355166.0,2020-09-04,Gazoil,DAF,,ESPAGNE,32000.0,BAS World Spain SL,Toledo,,18.0,4x2,500.0,Occasion
XLRTEH4300G412188,Tracteur Scania neuf L S500 4X2 NEW! Retarder Full-Air 2xTanks ED ACC Standklima eder Navi Euro 6,458773.0,2026-01-28,Gazoil,Scania,,ESPAGNE,55000.0,BAS World Spain SL,Toledo,,19.0,4x2,500.0,Neuf
XLRTEF5300G408311,Tracteur Mercedes neuf E Actros 1848 4X2 NEW! ProCabin-Big 2x tanks Retarder Standclima Navi ACC,352404.0,2025-01-01,Gazoil,Mercedes,,ESPAGNE,57500.0,BAS World Spain SL,Toledo,,19.0,4x2,482.0,Neuf
XLRTEF5300G465735,Tracteur DAF 480 XF Spacecab,408189.0,2018-01-25,Gazoil,DAF,,BELGIQUE,6900.0,OPTIMA TRUCKS,Limburg,,18.0,4x2,482.0,Occasion
XLRTEF5300G452555,Tracteur MAN 17.292,272561.0,2002-01-15,Gazoil,MAN,,BELGIQUE,59500.0,OPTIMA TRUCKS,Limburg,,18.0,4x2,482.0,Occasion
2113,Tracteur DAF XF 530 FT 4X2,492987.0,2021-01-01,Gazoil,DAF,,ESPAGNE,99500.0,DAF Vehiculos Industriales S.A.,Madrid,,19.0,4x2,482.0,Occasion
358757687,Tracteur MAN TGX 26.510 6X2 - EURO 6 + SLIDING DISH,450589.0,2021-02-18,Gazoil,MAN,,PAYS-BAS,59750.0,RH TRUCKS,ZuidHolland,,18.0,4x2,479.0,Occasion
368575644,"Tracteur Iveco S-WAY 460 LNG, 11 IN STOCK, INTARDER",159179.0,2021-01-05,Gazoil,Iveco,,PAYS-BAS,42900.0,RH TRUCKS,ZuidHolland,,19.0,4x2,459.0,Occasion
406605222,Tracteur DAF 480 XF 4X2 - EURO 6 - FULL SPOILERS,333311.0,2018-03-02,Gazoil,DAF,,PAYS-BAS,14500.0,RH TRUCKS,ZuidHolland,,18.0,4x2,479.0,Occasion
5969,Tracteur Scania L R450 R450 HYDROIEK,408890.0,2018-05-28,Gazoil,Scania,,PAYS-BAS,25800.0,RH TRUCKS,ZuidHolland,,18.0,4x2,750.0,Occasion
5841,Tracteur Scania R R 450 Retarder Standklima 2 Tanks Navi,360601.0,2017-01-01,Gazoil,Scania,,ESPAGNE,58500.0,YOURTRUCKS Spain,Valencia,,18.0,4x2,479.0,Occasion
GG143FG,Tracteur DAF 480 XF FT + EURO 6 + LOW KM,373674.0,2020-03-12,Gazoil,DAF,,PAYS-BAS,29000.0,TRUCKS ROOSENDAAL,NoordBrabant,,18.0,4x2,459.0,Occasion
FH581PF,"Tracteur MAN TGX 18.510 *GX-Fahrerhaus,Standklima,Reta",409779.0,2021-08-01,Gazoil,MAN,,ALLEMAGNE,56300.0,Popp Fahrzeugbau GmbH- Used Trucks,Bayern,,18.0,4x2,469.0,Occasion
XLRTEH4300G425665,Tracteur DAF XF 530 4X2 SC Retarder,408011.0,2021-07-05,Gazoil,DAF,,PAYS-BAS,30000.0,BAS WORLD,,,19.0,4x2,479.0,Occasion
242336,Tracteur Iveco S-Way 490 S-Way 4X2 AS Retarder 2xTanks Navi Standklima,516707.0,2023-03-01,Gazoil,Iveco,,PAYS-BAS,40000.0,BAS WORLD,,,18.0,4x2,459.0,Occasion
70305735,Tracteur MAN TGX 18.470 4X2 GX Mega Retarder 2xTanks,291176.0,2021-11-22,Gazoil,MAN,,PAYS-BAS,48500.0,BAS WORLD,,,18.0,4x2,479.0,Occasion
70302315,Tracteur Mercedes Actros 1846 4X2 Bigspace Retarder Mirrorcam Navi,313108.0,2022-03-03,Gazoil,Mercedes,,PAYS-BAS,33000.0,BAS WORLD,,,19.0,4x2,479.0,Occasion
70305344,Tracteur Volvo F6 FH 460 4X2 Mega 2xTanks VEB+ Alcoa's I-ParkCool,399229.0,2019-11-11,Gazoil,Volvo,,PAYS-BAS,54900.0,BAS WORLD,,,18.0,4x2,479.0,Occasion
70293701,Tracteur Volvo NL FH 500 FH 4X2 VEB+ 2xTanks I-ParkCool,394425.0,2018-03-28,Gazoil,Volvo,,PAYS-BAS,35500.0,BAS WORLD,,,18.0,4x2,470.0,Occasion
70292505,Tracteur Scania neuf L S560 4X2 NEW! Retarder 2xTanks ED ACC Standklima Navi Euro 6,706547.0,2026-02-03,Gazoil,Scania,,PAYS-BAS,40800.0,BAS WORLD,,,18.0,4x2,480.0,Neuf
70287078,Tracteur Scania neuf L S560 4X2 NEW! Retarder 2xTanks ED ACC Standklima Navi Euro 6,250368.0,2026-02-04,Gazoil,Scania,,PAYS-BAS,55600.0,BAS WORLD,,,19.0,4x2,520.0,Neuf
70302583,Tracteur Scania neuf L S460 4X2 NEW! Retarder Full-Air 2xTanks ED ACC Standklima eder Navi Euro 6,83662.0,2026-01-01,Gazoil,Scania,,PAYS-BAS,40800.0,BAS WORLD,,,18.0,4x2,510.0,Neuf
70291321,Tracteur Iveco S-WAY AS440S46T/P,335037.0,2020-06-30,Gazoil,Iveco,,ESPAGNE,55600.0,TRUCKSUR SL,Sevilla,,18.0,4x2,480.0,Occasion
70290581,Tracteur Renault T520 SLEEPER CAB,413607.0,2021-05-27,Gazoil,Renault,,ESPAGNE,55000.0,TRUCKSUR SL,Sevilla,,18.0,4x2,480.0,Occasion
70305089,Tracteur Renault T480 SLEEPER CAB EVO,443110.0,2022-09-22,Gazoil,Renault,,ESPAGNE,55700.0,TRUCKSUR SL,Sevilla,,18.0,4x2,530.0,Occasion
70301162,Tracteur MAN TGS 18 460 EURO 6,354189.0,2018-02-01,Gazoil,MAN,,PAYS-BAS,40100.0,JB TRADING,Gelderland,,18.0,4x2,500.0,Occasion
70236187,Tracteur MAN TGX 18.510 4x2 - NEW TACHO - HYDRAULIC SYSTEM - 225 TKM - FULL AIR - DIGITAL DASHBOARD - ALCOA'S -,376897.0,2023-03-29,Gazoil,MAN,,PAYS-BAS,54200.0,BACO TRUCKS,NoordBrabant,,26.0,4x2,480.0,Occasion
70302735,Tracteur Volvo FH13 13500 Globe XL 4X2 - NEW TACHO - HYDRAULIC SYSTEM - FULL AIR - DYNAMIC STEERING - NAVI- ALCOA'S - LED -,309827.0,2024-04-10,Gazoil,Volvo,,PAYS-BAS,68700.0,BACO TRUCKS,NoordBrabant,,19.0,4x2,510.0,Occasion
70304837,Tracteur Volvo FH 500,360011.0,2022-03-16,Gazoil,Volvo,,PAYS-BAS,54200.0,VRIESOORD TRUCKS,NoordBrabant,,18.0,4x2,460.0,Occasion
70291325,Tracteur produits dangereux / adr Volvo F6 FH 460 4x2 Valid ADR + PTO,387337.0,2020-10-02,Gazoil,Volvo,,PAYS-BAS,41100.0,NIJWA USED TRUCKS - Vestiging Borne,Overijssel,,19.0,4x2,460.0,Occasion
70303701,Tracteur Mercedes Actros 1848 1848,291784.0,2012-08-14,Gazoil,Mercedes,,PAYS-BAS,68700.0,ZEGERSTRUCKS,Gelderland,,18.0,4x2,450.0,Occasion
70300453,Tracteur Scania P124 124-420 (PDE / CUMMINS / BELGIAN TRUCK / MANUAL GEARBOX / RETARDER),321136.0,2002-03-12,Gazoil,Scania,,BELGIQUE,45900.0,Elro Trucks Belgium Nv,Limburg,,19.0,4x2,520.0,Occasion
70302124,Tracteur Renault T460,508776.0,2014-01-01,Gazoil,Renault,,ITALIE,54300.0,Albacamion srl,Piacenza,,18.0,4x2,450.0,Occasion
70301897,Tracteur Scania R R 450 Retarder Standklima 2 Tanks Navi,505000.0,2017-01-01,Gazoil,Scania,,ALLEMAGNE,68500.0,YOURTRUCKS GmbH,NordrheinWestfalen,,18.0,4x2,480.0,Occasion
70307628,Tracteur Renault T-Series 520,249000.0,2023-03-10,Gazoil,Renault,,ESPAGNE,54900.0,"Coa Trucks, S.L.",Lérida,,19.0,4x2,440.0,Occasion
70297610,Tracteur Volvo FH 540,635209.0,2017-08-01,Gazoil,Volvo,,ESPAGNE,68400.0,"CAMIONES GÓMEZ, S.L.",Valencia,,18.0,4x2,460.0,Occasion
70294469,Tracteur produits dangereux / adr Renault T-High 480 T4X2 E6,69.0,2017-10-19,Gazoil,Renault,,ESPAGNE,32700.0,GUADARRAMA CAMIONES SL,Madrid,,18.0,4x2,460.0,Occasion
70304182,Tracteur Renault T-Series 520 T4X2 E6,11.0,2021-05-17,Gazoil,Renault,,ESPAGNE,69500.0,GUADARRAMA CAMIONES SL,Madrid,,18.0,4x2,510.0,Occasion
70306098,Tracteur Iveco Stralis Stralis AS440S46T/P,673130.0,2016-01-01,Gazoil,Iveco,,ESPAGNE,35800.0,"JUAN ANTONIO RIVERA, S.L",Las Palmas,,18.0,4x2,510.0,Occasion
70301592,Tracteur Iveco S-WAY 490,622088.0,2022-07-27,Gazoil,Iveco,,ESPAGNE,47950.0,IVECO BOMLOY,Vizcaya,,19.5,4x2,510.0,Occasion
70291323,Tracteur Iveco Stralis Stralis AS440S46T/P XP,736811.0,2017-12-01,GNL,Iveco,,ESPAGNE,14950.0,"Mecánica Balear, S.A.",Islas Baleares,,19.0,4x2,510.0,Occasion
70305038,Tracteur DAF TRATTORE STRADALE CON IMPIANTO ADR EURO 6,756426.0,2017-01-01,Gazoil,DAF,,ITALIE,16900.0,B.T.V. TRUCK S.R.L.,Ravenna,,18.6,4x2,560.0,Occasion
70300894,Tracteur Mercedes ACTROS,581308.0,2019-03-01,Gazoil,Mercedes,,ITALIE,15950.0,B.T.V. TRUCK S.R.L.,Ravenna,,20.5,4x2,500.0,Occasion
70291326,Tracteur Mercedes ACTROS,23218.0,2019-03-01,Gazoil,Mercedes,,ITALIE,15950.0,B.T.V. TRUCK S.R.L.,Ravenna,,18.0,4x2,509.0,Occasion
70302395,Tracteur Iveco Stralis Stralis AS440S46T/P,548684.0,2017-11-01,Gazoil,Iveco,,ESPAGNE,18900.0,"Talleres Garrido de Motilla, S.A.",Cuenca,,18.0,4x2,530.0,Occasion
70296055,Tracteur DAF 480 XFn FT 4X2,273498.0,2022-11-08,Gazoil,DAF,,POLOGNE,19900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,530.0,Occasion
70297613,Tracteur DAF 480 XF FT LOW DECK 4X2,391591.0,2021-03-25,Gazoil,DAF,,POLOGNE,17900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,530.0,Occasion
70297539,Tracteur DAF 480 XF FT LOW DECK 4X2,643120.0,2022-11-08,Gazoil,DAF,,POLOGNE,10850.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,530.0,Occasion
70301563,Tracteur DAF 480 XFn FT 4X2,957993.0,2022-10-21,Gazoil,DAF,,POLOGNE,17900.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,6x2,459.0,Occasion
70293168,Tracteur DAF 480 XF FT LOW DECK 4X2,559918.0,2022-11-08,Gazoil,DAF,,POLOGNE,17950.0,"DAF Used Truck Center Warsaw, Sobiekursk (Warszawy)",Mazowieckie,,18.0,4x2,459.0,Occasion
