Réf. client :,Description,Kilométrage,Date de 1ere immatriculation,Energie,Marque,Modèle,Pays,Prix,Vendeur,Localisation,Poids à vide,PTC,Essieux,Puissance,Etat
XLRTEH4300G356408,Tracteur DAF XF 530 FT 4X2,405082.0,2022-01-17,Gazoil,DAF,510,FRANCE,39200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.86,19.0,4x2,482.0,Occasion
XLRTEH4300G341706,Tracteur DAF 480 XF FT 4X2,398420.0,2022-01-04,Gazoil,DAF,1845,FRANCE,36400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.61,19.0,4x2,482.0,Occasion
XLRTEH4300G371222,Tracteur DAF 480 XF FT 4X2,325604.0,2021-03-12,Gazoil,DAF,480,FRANCE,30900.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.73,19.0,4x2,482.0,Occasion
XLRTEH4300G361587,Tracteur DAF 480 XF FT 4X2,240702.0,2021-06-22,Gazoil,DAF,500,FRANCE,31900.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.67,19.0,4x2,482.0,Occasion
XLRTEF5300G392632,Tracteur DAF XF 530 FT 4X2,451122.0,2021-03-19,Gazoil,DAF,440 S 42,FRANCE,37900.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.64,19.0,4x2,482.0,Occasion
XLRTEH4300G364725,Tracteur DAF XF 530 FT 4X2,315627.0,2021-12-10,Gazoil,DAF,1853 LS,FRANCE,36600.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.75,18.0,4x2,530.0,Occasion
XLRTEH4300G341103,Tracteur DAF 480 XF FT 4X2,482213.0,2021-07-27,Gazoil,DAF,410,FRANCE,31400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.12,19.0,4x2,530.0,Occasion
XLRTEH4300G388559,Tracteur DAF 480 XFn FT 4X2,179855.0,2022-04-21,Gazoil,DAF,18.510,FRANCE,55500.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.38,19.0,4x2,530.0,Occasion
XLRTEH4300G375559,Tracteur DAF 480 XF FT 4X2,240887.0,2021-08-31,Gazoil,DAF,1851 LS,FRANCE,32400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.54,18.0,4x2,482.0,Occasion
XLRTEF5300G391889,Tracteur DAF 480 XF FT 4X2,379585.0,2021-01-27,Gazoil,DAF,460,FRANCE,35200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.2,19.0,4x2,482.0,Occasion
XLRTEH4300G345564,Tracteur DAF 480 XF FT 4X2,385720.0,2022-01-11,Gazoil,DAF,380 DXI,FRANCE,33800.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.31,18.0,4x2,530.0,Occasion
XLRTEH4300G385359,Tracteur DAF XF 530 FT 4X2,343813.0,2021-12-16,Gazoil,DAF,500 Globetrotter,FRANCE,34400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.47,18.0,4x2,530.0,Occasion
XLRTEH4300G331988,Tracteur DAF XG 530 FT 4X2,372241.0,2022-04-28,Gazoil,DAF,500 Globetrotter,FRANCE,64200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.76,18.0,4x2,482.0,Occasion
XLRTEH4300G382129,Tracteur DAF XF 530 FT 4X2,411048.0,2021-02-20,Gazoil,DAF,1848 LS,FRANCE,37800.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.29,18.0,4x2,482.0,Occasion
XLRTEH4300G340770,Tracteur DAF 480 XF FT 4X2,521969.0,2022-01-26,Gazoil,DAF,1845 LS,FRANCE,34300.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,9.02,19.0,4x2,482.0,Occasion
XLRTEH4300G394227,Tracteur DAF 480 XF FT 4X2,418367.0,2020-12-09,Gazoil,DAF,1842,FRANCE,30200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.26,19.0,4x2,482.0,Occasion
XLRTEF5300G397389,Tracteur DAF XF 530 FT 4X2,414340.0,2022-01-17,Gazoil,DAF,460,FRANCE,39200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.54,19.0,4x2,530.0,Occasion
XLRTEH4300G348306,Tracteur DAF XF 530 FT 4X2,573147.0,2021-01-29,Gazoil,DAF,1845,FRANCE,36600.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.81,19.0,4x2,482.0,Occasion
XLRTEH4300G288972,Tracteur DAF 480 XF FT 4X2,337732.0,2022-03-24,Gazoil,DAF,460,FRANCE,47800.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.3,19.0,4x2,482.0,Occasion
XLRTEH4300G380928,Tracteur DAF 480 XFn FT 4X2,186594.0,2022-03-16,Gazoil,DAF,450 DXI,FRANCE,55500.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.12,19.0,4x2,482.0,Occasion
XLRTEH4300G292327,Tracteur DAF 480 XF FT 4X2,390942.0,2021-05-07,Gazoil,DAF,450,FRANCE,34600.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.34,19.0,4x2,482.0,Occasion
XLRTEH4300G398402,Tracteur DAF 480 XF FT 4X2,671017.0,2019-10-14,Gazoil,DAF,460,FRANCE,26700.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.49,18.0,4x2,482.0,Occasion
XLRTEH4300G339993,Tracteur DAF XF 530 FT 4X2,403092.0,2021-12-07,Gazoil,DAF,1843,FRANCE,38300.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.61,18.0,4x2,448.0,Occasion
XLRTEH4300G385033,Tracteur DAF 480 XF FT 4X2,485062.0,2020-01-16,Gazoil,DAF,AS440S40TP LNG,FRANCE,24100.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.77,19.0,4x2,482.0,Occasion
XLRTEH4300G294280,Tracteur DAF 480 XF FT 4X2,349907.0,2022-04-05,Gazoil,DAF,480 T4X2 E6,FRANCE,44900.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.89,19.0,4x2,482.0,Occasion
XLRTEH4100G326712,Tracteur DAF 480 XF FT 4X2,374798.0,2021-02-18,Gazoil,DAF,430.19 DTI 11,FRANCE,33600.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.31,18.0,4x2,482.0,Occasion
XLRTEH4300G342852,Tracteur DAF 480 XF FT 4X2,201855.0,2021-12-16,Gazoil,DAF,26.540,FRANCE,37000.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.0,18.0,4x2,482.0,Occasion
XLRTEH4300G263308,Tracteur DAF 480 XF FT 4X2,674640.0,2019-12-01,Gazoil,DAF,1845 LS,FRANCE,29000.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,10.35,19.0,4x2,500.0,Occasion
XLRTEH4300G356639,Tracteur DAF XF 450 FT 4X2,429196.0,2020-10-28,Gazoil,DAF,18.460,FRANCE,26500.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.76,19.0,4x2,480.0,Occasion
XLRTEF5300G392271,Tracteur DAF 480 XF FT 4X2,385965.0,2021-02-11,Gazoil,DAF,480,FRANCE,35200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7958.0,19.0,4x2,440.0,Occasion
HE-526-JN,Tracteur DAF 480 XF FT 4X2,674954.0,2019-04-18,Gazoil,DAF,460,FRANCE,24500.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.2,19.0,4x2,440.0,Occasion
71171,Tracteur DAF 480 XF FT 4X2,295708.0,2021-06-01,Gazoil,DAF,18.470,FRANCE,38200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.18,19.0,4x2,769.0,Occasion
FN557RTM,Tracteur DAF 480 XFn FT 4X2,261426.0,2022-03-29,Gazoil,DAF,480,FRANCE,53300.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7479.0,19.0,4x2,500.0,Occasion
97CE0A48-0B16-47EB-B106-9E5A36BB269B,Tracteur Ford F MAX 500,14500.0,2025-07-04,Gazoil,Ford,520,FRANCE,93000.0,Ouest Trucks,IlleetVilaine,7.47,19.0,4x2,360.0,Occasion
3318,Tracteur Mercedes Actros 1848 LSN,345946.0,2019-05-02,Gazoil,Mercedes,530,FRANCE,37000.0,BPM PRO MERCEDES CAMIONS Bruges,Gironde,8.0,19.0,4x2,520.0,Occasion
3324,Tracteur Mercedes Actros 1853 LS,483390.0,2019-08-29,Gazoil,Mercedes,500,FRANCE,45000.0,BPM PRO MERCEDES CAMIONS Bruges,Gironde,8.0,19.0,6x4,460.0,Occasion
3325,Tracteur Mercedes Actros 1848 LSN,263743.0,2019-05-02,Gazoil,Mercedes,510,FRANCE,40000.0,BPM PRO MERCEDES CAMIONS Bruges,Gironde,8.05,19.0,4x2,440.0,Occasion
3326,Tracteur Iveco 19 TONNES 360 CV 1 COUCHETTE,108302.0,2019-05-24,Gazoil,Iveco,500,FRANCE,22400.0,GROUPE TROUILLET,Essonne,7.21,18.0,6x4,480.0,Occasion
GW-553-PH,Tracteur Iveco 19 TONNES 360 CV 1 COUCHETTE,114673.0,2019-05-24,Gazoil,Iveco,530,FRANCE,24900.0,GROUPE TROUILLET,Essonne,7.73,19.0,4x2,460.0,Occasion
1-010775,Tracteur Iveco 19 TONNES 360 CV 1 COUCHETTE,138423.0,2019-05-24,Gazoil,Iveco,530,FRANCE,24900.0,GROUPE TROUILLET,Essonne,7.4,19.0,4x2,510.0,Occasion
1700652,Tracteur Iveco 19 TONNES 360 CV 1 COUCHETTE,111237.0,2019-05-24,Gazoil,Iveco,530,FRANCE,24900.0,GROUPE TROUILLET,Essonne,7.72,18.0,4x4,650.0,Occasion
4768,Tracteur produits dangereux / adr DAF XF 460 FTP,816000.0,2016-02-01,Gazoil,DAF,18.510,FRANCE,17000.0,GSD CONSULT,Jura,7.9,19.0,4x2,360.0,Occasion
3744,Tracteur Renault T-Series 460,638000.0,2018-06-10,Gazoil,Renault,480,FRANCE,17000.0,LNVA TRUCKS,Loire,7.9,19.0,4x2,480.0,Occasion
3760,Tracteur Renault T-Series 440,754000.0,2017-09-10,Gazoil,Renault,480,FRANCE,17000.0,LNVA TRUCKS,Loire,7.5,19.0,4x2,500.0,Occasion
131,Tracteur Mercedes Actros 1848 LS,236000.0,2019-05-22,Gazoil,Mercedes,520,FRANCE,55000.0,BPM PRO MERCEDES CAMIONS Vigneux,LoireAtlantique,15.6,44.0,4x2,480.0,Occasion
SCANIA V8 R650 A6X4HZ CR20N Convoi exceptionnel possible / Kit hydraulique,Tracteur Mercedes Actros II 1842 StreamSpace 2.3m 6,138902.0,2019-08-14,Gazoil,Mercedes,1858,FRANCE,55000.0,BPM PRO MERCEDES CAMIONS Vigneux,LoireAtlantique,7.65,19.0,4x2,460.0,Occasion
SCANIA R580 V8 LA4X2MNB Kit hydraulique,Tracteur Mercedes E Actros II 1848 StreamSpace 2.5m 6,457540.0,2021-08-11,Gazoil,Mercedes,18.480,FRANCE,49000.0,BPM PRO MERCEDES CAMIONS Vigneux,LoireAtlantique,7.66,19.0,6x4,420.0,Occasion
SCANIA S520 V8 A4X2LB KIT HYDRAULIQUE Benne,Tracteur Mercedes Actros II 1842 StreamSpace 2.3m 6,139572.0,2017-07-18,Gazoil,Mercedes,500,FRANCE,42000.0,BPM PRO MERCEDES CAMIONS Vigneux,LoireAtlantique,8.5,19.0,4x2,400.0,Occasion
SCANIA SUPER R500 A4X2NA,Tracteur Mercedes Actros 1853 LS,483390.0,2019-08-29,Gazoil,Mercedes,500 Globetrotter,FRANCE,45000.0,MERCEDES PRO TRESSES VI BPM GROUP,Gironde,11.72,19.0,4x2,180.0,Occasion
NE6197,Tracteur Mercedes Actros 1848 LSN,263743.0,2019-05-02,Gazoil,Mercedes,510,FRANCE,40000.0,MERCEDES PRO TRESSES VI BPM GROUP,Gironde,7.73,19.0,4x2,500.0,Occasion
072FL031ZW,Tracteur Mercedes Actros 1848 LSN,345946.0,2019-05-02,Gazoil,Mercedes,33.640,FRANCE,37000.0,MERCEDES PRO TRESSES VI BPM GROUP,Gironde,7.88,19.0,4x2,480.0,Occasion
71623,Tracteur convoi exceptionnel MAN TGX 18.580 XXL,570000.0,2014-12-24,Gazoil,MAN,480,FRANCE,35000.0,JAD HOC,,8.43,19.0,4x2,460.0,Occasion
1690313,Tracteur Mercedes Actros 1851,388000.0,2022-06-08,GNL,Mercedes,420,FRANCE,44000.0,Delta-Truck France,Drôme,7.35,19.0,4x2,450.0,Occasion
169-EP165DQ,Tracteur Scania R V8 650 A6X4HZ C20N,445000.0,2020-10-28,Gazoil,Scania,530,FRANCE,102500.0,Truck Agence,Côted'Or,8.84,19.0,4x2,400.0,Occasion
169-GF909GX,Tracteur Scania R 580,770000.0,2015-07-22,Gazoil,Scania,1843 LS,FRANCE,55000.0,Truck Agence,Côted'Or,8.0,28.0,4x2,360.0,Occasion
VO77260002,Tracteur Scania L S520 V8 A4X2B,670000.0,2018-08-17,Gazoil,Scania,510,FRANCE,67500.0,Truck Agence,Côted'Or,7.47,19.0,4x2,520.0,Occasion
3722 LG,Tracteur Scania R 500,115000.0,2024-06-05,Gazoil,Scania,460,FRANCE,127000.0,Truck Agence,Côted'Or,7.64,18.0,4x2,480.0,Occasion
SAVIEM,Tracteur MAN TGX 18.470,941000.0,2019-11-29,Gazoil,MAN,480 FT,FRANCE,39000.0,REVMAT Le Mans,Sarthe,7.6,19.0,6x4,480.0,Occasion
362,Tracteur Renault T-Series,688562.0,2018-10-24,Gazoil,Renault,1845,FRANCE,32800.0,FAURIE USED TRUCKS,Corrèze,8.55,19.0,4x2,180.0,Occasion
449,Tracteur produits dangereux / adr MAN TGA 18.390,634038.0,2006-04-10,Gazoil,MAN,1848,FRANCE,6000.0,Trux4me sàrl,Côted'Or,6.99,19.0,6x4,500.0,Occasion
V7370,Tracteur Volvo FH 500,437754.0,2016-12-14,Gazoil,Volvo,420,FRANCE,36000.0,Renault Trucks Cavaillon,Vaucluse,8.58,19.0,4x2,480.0,Occasion
71629,Tracteur Scania R R,743000.0,2024-10-01,Gazoil,Scania,520,FRANCE,120000.0,SCANIA USED CORNER Mitry,SeineetMarne,8.1,19.0,4x2,450.0,Occasion
89- EH961MW,Tracteur collection Renault,250000.0,1980-06-05,Gazoil,Renault,460 DXI,FRANCE,3000.0,C.E.A.P.L,HauteVienne,7.55,19.0,4x2,34.0,Occasion
BS118YZ,Tracteur Iveco Stralis AS 440 S 40,941000.0,2017-11-03,Gazoil,Iveco,500 Globetrotter,FRANCE,32000.0,AB MAT,SeineetMarne,7.57,19.0,6x4,510.0,Occasion
77,Tracteur MAN TGX 18.470,293.0,2019-11-29,Gazoil,MAN,530 FT,FRANCE,39000.0,REVMAT Le Mans,Sarthe,7.42,26.0,4x4,440.0,Occasion
V7262,Tracteur Renault T-Series,437754.0,2018-10-24,Gazoil,Renault,530,FRANCE,32800.0,FAURIE USED TRUCKS,Corrèze,7.57,19.0,4x2,410.0,Occasion
352959,Tracteur produits dangereux / adr MAN TGA 18.390,125000.0,2006-04-10,Gazoil,MAN,1842,FRANCE,6000.0,Trux4me sàrl,Côted'Or,7.37,19.0,4x2,420.0,Occasion
367689,Tracteur Volvo FH 500,586000.0,2016-12-14,Gazoil,Volvo,1845,FRANCE,36000.0,Renault Trucks Cavaillon,Vaucluse,7.88,19.0,4x2,480.0,Occasion
378425,Tracteur Renault T-Series 480.19 DTI 13,743000.0,2017-07-12,Gazoil,Renault,1845,FRANCE,35500.0,Renault Trucks Cavaillon,Vaucluse,8.08,19.0,4x2,420.0,Occasion
314009,Tracteur Renault T-Series 480.18 DTI 13,48000.0,2022-03-21,Gazoil,Renault,1845,FRANCE,55500.0,RENAULT TRUCKS GRAND LYON CORBAS,Rhône,8.05,19.0,4x2,420.0,Occasion
E65248,Tracteur Scania R R,1197748.0,2024-10-01,Gazoil,Scania,1845,FRANCE,120000.0,SCANIA USED CORNER Mitry,SeineetMarne,7.55,19.0,6x2,500.0,Occasion
VO14260009,Tracteur Renault Premium 420 DCI,250000.0,2003-02-11,Gazoil,Renault,480,FRANCE,6500.0,C.E.A.P.L,HauteVienne,7.41,19.0,4x2,480.0,Occasion
1983,Tracteur Iveco Stralis NP400,321000.0,2017-10-31,Gazoil,Iveco,480,FRANCE,9500.0,C.E.A.P.L,HauteVienne,7.61,19.0,4x2,750.0,Occasion
1913,Tracteur collection Renault,673345.0,1980-06-05,Gazoil,Renault,1845,FRANCE,3000.0,C.E.A.P.L,HauteVienne,7.86,19.0,4x2,480.0,Occasion
1970,Tracteur Scania R 500,694070.0,2011-08-19,Gazoil,Scania,480,FRANCE,25995.0,PVA TRUCKS,LotetGaronne,7.47,44.0,4x2,440.0,Occasion
EN420QD,Tracteur DAF XF460,474875.0,2017-06-26,Gazoil,DAF,520,FRANCE,7500.0,DPL 21,Côted'Or,7.38,19.0,4x2,480.0,Occasion - Accidenté
EM864GF,Tracteur Iveco Stralis AS 440 S 40,630365.0,2017-11-03,Gazoil,Iveco,18.430,FRANCE,32000.0,AB MAT,SeineetMarne,7.58,19.0,4x2,560.0,Occasion
DW927VX,Tracteur Mercedes Arocs,740086.0,2016-01-26,Gazoil,Mercedes,520 DXI,FRANCE,33000.0,AB MAT,SeineetMarne,7.63,19.0,4x2,530.0,Occasion
328422,Tracteur Iveco Stralis AS 440 S 46,780954.0,2020-10-14,Gazoil,Iveco,1845,FRANCE,8900.0,GPA 26,Drôme,7.66,19.0,6x4,470.0,Occasion - Accidenté
EA059PR,Tracteur MAN TGX 19.480,470550.0,2021-04-09,Gazoil,MAN,NGD 480,FRANCE,14900.0,GPA 26,Drôme,7.47,19.0,4x2,460.0,Occasion - Accidenté
DN552XS,Tracteur Renault T-Series 480 X Road,456230.0,2017-01-31,Gazoil,Renault,18.510,FRANCE,8900.0,GPA 26,Drôme,7.74,19.0,4x2,480.0,Occasion - Accidenté
CH528JT,Véhicule pour pièces Iveco Stralis 460,523948.0,2017-01-13,Gazoil,Iveco,18.510 XLX,FRANCE,5900.0,GPA 26,Drôme,8.11,19.0,6x4,460.0,Occasion
BK520CR,Tracteur MAN TGX 18.460 XLX + INTARDER,622695.0,2018-01-26,Gazoil,MAN,18.460 XLX,FRANCE,15850.0,BRAEM FRANCE SA,Nord,8.08,19.0,4x2,500.0,Occasion
EL048SE,Tracteur Scania S S 560 A4x2NB,681900.0,2022-09-01,Gazoil,Scania,450,FRANCE,89000.0,SCANIA USED CORNER Normandie,Calvados,7.48,19.0,4x2,480.0,Occasion
FG095,Tracteur DAF CF 480,558629.0,2019-02-14,Gazoil,DAF,440,FRANCE,31980.0,GPVI 17,CharenteMaritime,10.39,44.0,4x2,479.0,Occasion
DV24001,Tracteur MAN TGX 18.480,330786.0,2016-08-08,Gazoil,MAN,440,FRANCE,12500.0,H&A International Trucks,AlpesMaritimes,8.0,0.01,4x2,480.0,Occasion
Vorp 25005,Tracteur MAN TGX 18.470,555394.0,2020-08-07,Gazoil,MAN,650,FRANCE,15900.0,H&A International Trucks,AlpesMaritimes,8.83,19.0,4x2,480.0,Occasion
Vorut 25080,Tracteur Volvo FH16 4x2 750cv Euro6 65T avec hydraulique,702000.0,2024-05-29,Gazoil,Volvo,164L480,FRANCE,145000.0,DB EQUIPMENT,Savoie,8.35,19.0,4x2,500.0,Occasion
Vovr 25042,Tracteur Renault T-Series,215149.0,2023-01-01,Gazoil,Renault,430,FRANCE,261.0,CLOVIS LOCATION ALBI,Tarn,7.76,19.0,4x2,483.0,Occasion
1710761,Tracteur Mercedes Actros 1848,511510.0,2018-09-05,Gazoil,Mercedes,480 FT,FRANCE,26200.0,GEST LEASE INGENIERIE,BasRhin,10.98,19.0,4x2,483.0,Occasion - Accidenté
vs_20240909.11,Tracteur DAF 480 XF,455375.0,2019-01-03,Gazoil,DAF,480,FRANCE,22600.0,GEST LEASE INGENIERIE,BasRhin,7.88,19.0,4x2,483.0,Occasion - Accidenté
vs_20241031.03,Tracteur DAF XF,412637.0,2023-04-04,Gazoil,DAF,650,FRANCE,25000.0,AC Starter SAS,Finistère,8.09,19.0,4x2,482.0,Occasion - Accidenté
vs_20240911.07,Tracteur DAF XF 480,486765.0,2021-02-15,Gazoil,DAF,460,FRANCE,9500.0,AC Starter SAS,Finistère,8.67,44.0,4x2,482.0,Occasion - Accidenté
vs_20240909.14,Tracteur Renault T-Series,869277.0,2022-12-28,Gazoil,Renault,1846,FRANCE,58050.0,Renault Trucks France – centre occasion Lyon,Rhône,8.5,18.0,4x2,482.0,Occasion
vs_20250228.01,Tracteur Renault T-Series,408453.0,2022-03-21,Gazoil,Renault,1848,FRANCE,60500.0,Renault Trucks France – centre occasion Lyon,Rhône,7.77,19.0,4x2,448.0,Occasion
vs_20240829.04,Tracteur Iveco S-WAY 460 GNL,572129.0,2022-02-24,Gazoil,Iveco,480.18 DTI 13,FRANCE,13500.0,GROUPE ARROUZE,PyrénéesAtlantiques,7.1,19.0,4x2,482.0,Occasion
vs_20240830.02,Tracteur convoi exceptionnel Iveco Stralis 560,68271.0,2008-05-15,Gazoil,Iveco,530,FRANCE,10500.0,VENIMAT,Rhône,7.89,19.0,4x2,482.0,Occasion
vs_20240909.01,Tracteur DAF XF 530,355000.0,2019-06-12,Gazoil,DAF,460 SSC,FRANCE,33290.0,AUTO PIECE BURGUIERE,Aveyron,7.84,19.0,4x2,482.0,Occasion
vs_20241104.08,Tracteur MAN TGX 18.470 BL SA +ADR+INTARDER,196191.0,2021-07-26,Gazoil,MAN,540,FRANCE,36850.0,BRAEM FRANCE SA,Nord,8.31,19.15,4x2,530.0,Occasion
vs_20240829.05,Tracteur Mercedes Actros Arocs 1846 LS (no ),414259.0,2017-04-05,Gazoil,Mercedes,1845,FRANCE,17850.0,BRAEM FRANCE SA,Nord,7.6,19.0,4x2,482.0,Occasion
vs_20240830.01,Tracteur MAN TGX 18.520,125000.0,2024-09-17,Gazoil,MAN,450,FRANCE,79000.0,AUTO EXPORT IVANOV,BouchesduRhône,8411.0,19.0,4x2,482.0,Occasion
14637,Tracteur Renault T-Series,161607.0,2022-07-01,Gazoil,Renault,480,FRANCE,69000.0,BERNIS TRUCKS POITIERS,Vienne,7.9,44.0,4x2,482.0,Occasion
1253158788,Tracteur Mercedes Actros 1848 L,400000.0,2022-12-02,Gazoil,Mercedes,460 Globetrotter,FRANCE,68000.0,Mercedes-Benz Trucks BYmyCAR Côte d’Azur,Var,8.23,44.0,4x2,482.0,Occasion
EN949,Tracteur Scania G 410,284000.0,2016-11-08,Gazoil,Scania,500,FRANCE,44000.0,ST PREMIUM,Gironde,7.56,44.0,4x2,530.0,Occasion
EM844,Tracteur Mercedes Actros 1851 L,363000.0,2022-09-22,Gazoil,Mercedes,460,FRANCE,66000.0,ST PREMIUM,Gironde,8.68,44.0,4x2,482.0,Occasion
EM085,Tracteur convoi exceptionnel Scania R 730,311000.0,2014-08-15,Gazoil,Scania,500,FRANCE,59900.0,ST PREMIUM,Gironde,7.93,18.0,4x2,482.0,Occasion
RD936,Tracteur Scania R 450,333200.0,2021-07-09,Gazoil,Scania,460,FRANCE,49000.0,ST PREMIUM,Gironde,8.49,19.0,4x2,482.0,Occasion
XLRTEH4300G416476,Tracteur Mercedes Actros 1848 LS,475079.0,2022-01-04,Gazoil,Mercedes,460,FRANCE,52500.0,BPM PRO MERCEDES CAMIONS Rennes,IlleetVilaine,7.6,19.5,4x2,460.0,Occasion
XLRTEH4300G360472,Tracteur Mercedes Actros,148906.0,2023-07-25,Gazoil,Mercedes,460,FRANCE,96500.0,MERCEDES-BENZ GROUPE CHOPARD ETOILE 21 VI,Côted'Or,15.7,19.0,4x2,500.0,Occasion
71110,Tracteur produits dangereux / adr MAN TGS 18.470,575847.0,2023-06-02,Gazoil,MAN,520,FRANCE,84500.0,AUVERGNE DISTRIBUTION,Loire,10.08,19.5,4x2,480.0,Occasion
71481,Ensemble routier porte engins MAN TGS 18.440,462253.0,2013-12-27,Gazoil,MAN,480,FRANCE,40000.0,NEGOMAT,Cher,7.27,19.0,4x2,510.0,Occasion
VOR24046,Tracteur DAF 480 XF,352038.0,2021-11-03,Gazoil,DAF,480,FRANCE,24900.0,PAROT TRUCKS,Gironde,7.7,19.0,4x2,470.0,Occasion
XLRTEF5300G418664,Tracteur DAF 480 XF,315273.0,2022-05-09,Gazoil,DAF,490,FRANCE,29900.0,PAROT TRUCKS,Gironde,7.84,19.0,4x2,462.0,Occasion
XLRTEF5300G437202,Tracteur DAF 480 XF,373714.0,2022-04-13,Gazoil,DAF,520 T4X2 E6,FRANCE,29900.0,PAROT TRUCKS,Gironde,7.7,19.0,4x2,450.0,Occasion
XLRTEF5300G427044,Tracteur DAF 480 CF FT 4X2,513289.0,2021-08-10,Gazoil,DAF,500 Globetrotter,FRANCE,31400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.12,19.0,4x2,500.0,Occasion
XLRTEF5300G418063,Tracteur DAF 480 XF FT 4X2,511248.0,2021-02-25,Gazoil,DAF,500,FRANCE,30900.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,10.53,19.5,4x2,483.0,Occasion
E65181,Tracteur DAF 480 XF FT 4X2,433203.0,2022-09-08,Gazoil,DAF,500,FRANCE,45100.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.21,26.0,4x2,400.0,Occasion
E65338,Tracteur DAF 480 XF FT 4X2,508707.0,2022-04-04,Gazoil,DAF,750,FRANCE,45300.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.59,19.0,4x2,440.0,Occasion
E64549,Tracteur DAF 480 XF FT 4X2,812102.0,2022-02-21,Gazoil,DAF,430,FRANCE,34500.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,6.94,19.0,4x2,460.0,Occasion
TC 59288,Tracteur DAF XF 530 FT 4X2,401325.0,2021-02-04,Gazoil,DAF,460 DXI,FRANCE,37400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,7.45,19.0,4x2,430.0,Occasion
TC 22574,Tracteur DAF 480 XF FT 4X2,744493.0,2021-02-05,Gazoil,DAF,490,FRANCE,35200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.37,0.02,4x4,460.0,Occasion
TC 75373,Tracteur DAF XF 450 FT 4X2,351942.0,2020-11-17,Gazoil,DAF,1848,FRANCE,26400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.27,19.0,4x2,460.0,Occasion
A2D1775C-2D4F-48DE-A0CB-BAA442A94166,Tracteur DAF XF 450 FT 4X2,410185.0,2021-10-28,Gazoil,DAF,440,FRANCE,24000.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,6.87,19.0,4x2,510.0,Occasion
0001910567,Tracteur DAF 480 XF FT 4X2,549931.0,2021-02-16,Gazoil,DAF,450 DXI,FRANCE,35200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,6.87,19.0,4x2,510.0,Occasion
0001957779,Tracteur DAF 480 XF FT 4X2,565953.0,2021-01-28,Gazoil,DAF,520,FRANCE,28200.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,8.17,18.0,4x2,479.0,Occasion
GG358FG,Tracteur DAF 480 XF FT 4X2,214599.0,2021-11-09,Gazoil,DAF,480 FT,FRANCE,40700.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,13.69,18.0,4x2,479.0,Occasion
FT745CW,Tracteur DAF XF 530 FT 4X2,422859.0,2021-11-03,Gazoil,DAF,1846,FRANCE,39400.0,DAF Used Trucks France - Saint-Priest (Lyon),Rhône,6.7,19.0,4x2,479.0,Occasion
